feature	S1A	S1B	S2A	S2B	S3A	S3B	S4A	S4B	S5A	S5B	S6A	S6B
K05340	704.166666666667	432.713383838384	821.782828282828	386.790404040404	1416.20833333333	711.661111111111	919.580555555556	439.477777777778	148.344444444444	348.505555555556	267.833333333333	399.194444444444
K05341	476	375.6	85	380	37.4	63.4	7	207	9	82	36	61
K05342	0	1.2	0	0	0.8	2.8	0	0	0	0	0	0
K05343	523.438095238095	409.771428571429	100.6	405.333333333333	47	73.2214285714286	40.1666666666667	208.8	3013.9	1230.16547619048	45.3	72.2
K05346	145.033333333333	132.963636363636	51.2969696969697	321.242424242424	281.711111111111	240.833333333333	80.6	4.8	428.533333333333	422.366666666667	252.8	411.2
K05349	1157.17063492063	712.184523809524	624.5	1669.86111111111	2239.825	419.034523809524	31859.3416666667	187582.1	3915.48888888889	1636.24761904762	529.5	1084.25
K05350	15.8325396825397	12.3380952380952	4.29166666666667	13.7222222222222	4.40833333333333	17.8630952380952	395.666666666667	117.066666666667	1.95555555555556	13.0154761904762	12	25.625
K05351	0	0	0	0	0	0	323.2	0	0	0	0	0
K05352	32	24.75	76.0833333333333	163.333333333333	29.25	38.25	3.5	12.4166666666667	181.25	51.6666666666667	534.416666666667	171.083333333333
K05358	1.3	0	0	1.25	0	0.3	98.8	0	4726.7	1571.4	0	0
K05362	4015.92222222222	3382.01666666667	3163.5	2606.91666666667	4048.73055555556	5703.67222222222	889.341666666667	2851.51111111111	1050.15	2357.21388888889	1822.825	2369.88888888889
K05363	3515.58888888889	3130.1	2677	2336.91666666667	2835.98055555556	5567.00555555555	711.591666666667	2840.76111111111	945.15	2174.46388888889	1635.075	2100.38888888889
K05364	1777.10833333333	2129.075	1766.76666666667	2066.16666666667	1023.875	497.266666666667	294.933333333333	523.4	1543.48333333333	1864.43333333333	1332.55	1360.28333333333
K05365	37.1928571428571	22.4166666666667	94.9285714285714	245.297619047619	88.5952380952381	132.877380952381	8575.38095238095	26	3166.07142857143	1386.47023809524	657.916666666667	333.511904761905
K05366	5051.55119047619	4360.41893939394	3571.71417748918	6489.42135642136	7800.03690476191	8858.61904761905	18158.905952381	40518.3277777778	6369.82698412698	6352.21746031746	4403.09166666667	8158.70912698413
K05367	82.215873015873	99.0880952380952	49.7666666666667	150.388888888889	6.1	18.9630952380952	446.8	76.4	3437.82222222222	1346.28214285714	187.183333333333	230.516666666667
K05368	5.32142857142857	1.82142857142857	0	0	0	1.94642857142857	0	0	29.25	0.982142857142857	0	0
K05372	0.333333333333333	0	0	0.416666666666667	0	0	0	0	65.8333333333333	456.166666666667	0	0
K05373	0.444444444444444	0.333333333333333	0	0.555555555555555	0	0	249	0	0.222222222222222	0	0	0
K05375	1.88333333333333	1.46363636363636	0.363636363636364	2.57575757575758	0.844444444444444	1.95	100.6	53.6	2998.83333333333	1122.58333333333	0	1.33333333333333
K05396	5.53809523809524	1.93506493506493	0.363636363636364	1.74242424242424	0	2.12142857142857	31.6	53.6	906.3	1041.16547619048	0	0
K05499	5.98809523809524	2.32142857142857	0	0.833333333333333	0	1.94642857142857	359	0	29.5833333333333	0.982142857142857	0	0
K05501	35.9761904761905	22.4166666666667	92.9285714285714	244.464285714286	88.5952380952381	132.327380952381	69.4642857142857	22.8333333333333	167.571428571429	262.386904761905	657.916666666667	325.511904761905
K05515	1023.17896825397	967.258333333333	371.728571428571	3351.43650793651	3733.72023809524	3129.66904761905	15058.880952381	37616.9166666667	6723.81031746032	3508.10357142857	2375.23333333333	3137.62857142857
K05516	215.55	159.708333333333	39.75	1266.25	1453.5	750.383333333333	15038.3666666667	37499.5833333333	3212	1353.04166666667	873.625	1009.91666666667
K05517	10.6095238095238	3.39285714285714	0	0.833333333333333	0	3.81785714285714	0	0	505.716666666667	952.397619047619	0	0
K05518	0	0	0	0	0.444444444444444	0	0	0	0	0	0	1.33333333333333
K05519	0	0.5	0.625	0	1.31944444444444	1.125	0	0	0	0	0	1.95833333333333
K05520	509.543650793651	261.035064935065	492.863636363636	282.020202020202	1214.48333333333	139.638095238095	7628.35	37477.5	2341.97777777778	1182.96547619048	192.75	306
K05522	1772.05476190476	2121.62142857143	1760.93333333333	1930.33333333333	1022.4	483.613095238095	6270.53333333333	38036.3333333333	1420.98333333333	1847.74880952381	834.133333333333	1199.2
K05523	0.25	0	0	0	0	0.25	8630.56666666667	1.16666666666667	429.833333333333	91.25	0	0
K05524	9.99444444444444	5.33333333333333	0	11.3888888888889	0	1.55	9744.18333333333	1.16666666666667	3005.38888888889	1124.08333333333	0	0
K05525	0	0	0	0	0	0	6	0	0	0	0	0
K05526	5.53809523809524	1.57142857142857	0	0.833333333333333	0	2.12142857142857	8521.16666666667	1.16666666666667	2998.5	1125.06547619048	0	0
K05527	61.0539682539683	31.25	147.928571428571	718.769841269841	111.345238095238	170.627380952381	9431.93095238095	66.75	4805.87698412698	3111.97023809524	915.166666666667	3025.7619047619
K05539	64.6539682539682	40.45	170.378571428571	748.269841269841	115.495238095238	177.827380952381	9420.73095238095	68.35	4833.67698412698	3232.32023809524	967.466666666667	3046.6119047619
K05540	64.5761904761905	36.35	151.595238095238	727.380952380952	112.345238095238	169.627380952381	8921.63095238095	99.75	4800.65476190476	3126.30357142857	924.166666666667	3046.42857142857
K05541	28.8714285714286	11.9880952380952	102.5	575.833333333333	69.9166666666667	104.913095238095	8608.91666666667	48.75	4734.25	2989.39880952381	614.666666666667	2892.83333333333
K05548	1.05	0.963636363636364	0.363636363636364	0.909090909090909	0.4	2.45	17325.1333333333	2.33333333333333	3726.5	391.75	0	0
K05549	0.25	0	0	0	0	0.25	8521.16666666667	1.16666666666667	2522.03333333333	173.65	0	0
K05550	0.25	0	0	0	0	0.25	8521.16666666667	1.16666666666667	2522.03333333333	173.65	0	0
K05558	0	0	0	0	0	0	63.2	107.2	0	2	0	0
K05559	6.88333333333333	3	2	7.5	0	1.55	9400.96666666667	3.16666666666667	911.633333333333	1041.68333333333	0	8
K05560	6.88333333333333	3	2	7.5	0	1.55	9400.96666666667	3.16666666666667	3003.83333333333	1124.08333333333	0	8
K05561	6.88333333333333	3	2	7.5	0	1.55	9400.96666666667	3.16666666666667	3003.83333333333	1124.08333333333	0	8
K05562	6.88333333333333	3	2	7.5	0	1.55	9400.96666666667	3.16666666666667	3003.83333333333	1124.08333333333	0	8
K05563	6.88333333333333	3	2	7.5	0	1.55	9400.96666666667	3.16666666666667	3003.83333333333	1124.08333333333	0	8
K05564	6.88333333333333	3	2	7.5	0	1.55	9400.96666666667	3.16666666666667	3003.83333333333	1124.08333333333	0	8
K05565	32.4	24.7	10.225	17	2.31944444444444	6.725	345.066666666667	55.4	1.4	7.6	7.8	11.1583333333333
K05566	0	0.5	0.625	0	1.31944444444444	1.125	282.8	0	0	0	0	1.95833333333333
K05567	32.4	24.7	10.225	17	2.31944444444444	6.725	345.066666666667	55.4	1.4	7.6	7.8	11.1583333333333
K05568	32.4	24.7	10.225	17	2.31944444444444	6.725	345.066666666667	55.4	1.4	7.6	7.8	11.1583333333333
K05569	32.4	24.7	10.225	17	2.31944444444444	6.725	345.066666666667	55.4	1.4	7.6	7.8	11.1583333333333
K05570	32.4	24.7	10.225	17	2.31944444444444	6.725	345.066666666667	55.4	1.4	7.6	7.8	11.1583333333333
K05571	32.4	24.7	10.225	17	2.31944444444444	6.725	345.066666666667	55.4	1.4	7.6	7.8	11.1583333333333
K05577	0	0.363636363636364	2.36363636363636	0.909090909090909	0	0	0	2	0	0	0	8
K05589	54.5428571428571	33.6166666666667	169.128571428571	736.047619047619	114.745238095238	175.827380952381	8645.93095238095	68.35	4820.12142857143	3219.57023809524	947.966666666667	3045.3619047619
K05590	35.9761904761905	22.4166666666667	92.9285714285714	244.464285714286	88.5952380952381	132.327380952381	0.464285714285714	22.8333333333333	167.571428571429	262.386904761905	657.916666666667	325.511904761905
K05591	2.21666666666667	0.25	0	0.833333333333333	0	0.925	105	0	3027.75	1121.58333333333	0	0
K05592	6603.55119047619	6332.97424242424	5267.29448051948	6780.99711399711	7354.38134920635	8568.41904761905	8606.72261904762	40971.7444444444	6084.86031746032	6384.79246031746	4693.31666666667	5876.67579365079
K05593	2317.5	2508.61363636364	1741.19696969697	2268.82575757576	1405.56944444444	1293.41666666667	120.325	1073.16666666667	924.916666666667	1244.875	1649.375	1808.66666666667
K05594	4.32142857142857	1.57142857142857	0	0	0	1.57142857142857	0	0	0	0.982142857142857	0	0
K05595	3079.34166666667	2470.72222222222	1751.40277777778	2703.95833333333	2167.31944444444	4637.43888888889	7135.96944444444	40034.5166666667	5321.40277777778	5175.70833333333	1458.5	4267.52777777778
K05596	1191.27142857143	1640.52142857143	1630.6	1255.33333333333	704.333333333333	185.429761904762	692.066666666667	311.733333333333	4324.81666666667	2504.16547619048	553.133333333333	735.533333333333
K05597	1.21666666666667	0	0	0.833333333333333	0	0.55	8590.16666666667	1.16666666666667	2998.5	1124.08333333333	0	0
K05599	0.666666666666667	0	0	0.833333333333333	0	0	0	0	131.666666666667	912.333333333333	0	0
K05600	0.666666666666667	0	0	0.833333333333333	0	0	0	0	131.666666666667	912.333333333333	0	0
K05601	775.379761904762	779.493398268398	222.505303030303	1819.90909090909	2185.85	2234.2380952381	7.25	120.9	319.383333333333	659.765476190476	855.1	1866.05833333333
K05602	1654.4	2010.2	1715.6	1627	741.333333333333	243.933333333333	294.933333333333	518.733333333333	1300.4	1468.1	589.133333333333	798.533333333333
K05603	1.21666666666667	0	0	0.833333333333333	0	0.55	69	0	2998.5	1121.58333333333	0	0
K05606	574.136111111111	584.058333333333	162.85	587.972222222222	736.919444444444	1491.95	6772.6	37574.9	184.705555555556	317.6	400.55	972.033333333333
K05685	64.3214285714286	65.6547619047619	83.5666666666667	514.75	27.15	47.9130952380952	9550.36666666667	96.0166666666667	4697.2	2949.53214285714	377.483333333333	2825.31666666667
K05708	0	0	0	0	0	0	15.8	26.8	0	0.5	0	0
K05710	0.966666666666667	0.6	2	0.833333333333333	0.4	1.7	253.8	28.8	4660.86666666667	1120.23333333333	0	10
K05712	8.04444444444444	4.33333333333333	0	8.88888888888889	0	1.6	185.4	80.4	695.822222222222	77.7	0	0
K05713	0	0	0	0	0	0	84.8	26.8	0	0.5	0	0
K05739	0	0.863636363636364	0.988636363636364	0.909090909090909	0.875	1.125	0	0	0	0	0	0.625
K05770	509.677777777778	268.263636363636	496.863636363636	280.214646464646	1223.36944444444	141.016666666667	1151.625	30	585.355555555556	1138.30833333333	193.875	315.583333333333
K05772	16	11.3333333333333	3.66666666666667	25	1	1	69	33	6.66666666666667	14.3333333333333	9	20.6666666666667
K05773	16	11.3333333333333	3.66666666666667	25	1	1	0	33	6.66666666666667	14.3333333333333	9	20.6666666666667
K05774	8.55	3.75	0	8.33333333333333	0	1.925	329.8	0	3033.41666666667	1121.58333333333	0	0
K05775	5.32142857142857	1.82142857142857	0	3.33333333333333	0	2.61309523809524	0	0	30.9166666666667	3.31547619047619	46.3333333333333	63
K05776	5.32142857142857	1.82142857142857	0	1.66666666666667	0	2.2797619047619	40.2	0	30.0833333333333	2.14880952380952	10.6666666666667	27
K05777	2.77777777777778	1.58333333333333	0	2.22222222222222	0	0.375	0	0	30.1388888888889	0	0	0
K05778	2.77777777777778	1.58333333333333	0	2.22222222222222	0	0.375	0	0	30.1388888888889	0	0	0
K05779	2.77777777777778	1.58333333333333	0	2.22222222222222	0	0.375	0	0	30.1388888888889	0	0	0
K05780	8	4.25	0	8.33333333333333	0	1.375	329.8	0	35.25	0	0	0
K05781	8	4.25	0	8.33333333333333	0	1.375	329.8	0	35.25	0	0	0
K05782	14.7269841269841	7.33809523809524	0	11.5277777777778	0.4	4.82142857142857	18069.7333333333	55.9333333333333	3415.91111111111	1622.83214285714	0	0
K05783	0.25	0	0	0	0	0.25	8521.16666666667	1.16666666666667	2522.03333333333	173.65	0	0
K05784	0.25	0	0	0	0	0.25	8521.16666666667	1.16666666666667	2522.03333333333	173.65	0	0
K05785	6.62142857142857	2.32142857142857	0	1.25	0	2.24642857142857	0	0	2532.41666666667	577.64880952381	0	0
K05786	3583.88095238095	3328.49220779221	3029.52911255411	3162.80988455988	3362.98214285714	6487.58888888889	10292.6619047619	2366.76111111111	10126.7150793651	5902.01388888889	2973.46666666667	3275.4876984127
K05787	42.6095238095238	25.4166666666667	92.9285714285714	251.964285714286	88.5952380952381	133.627380952381	0.464285714285714	22.8333333333333	2741.57142857143	1295.22023809524	657.916666666667	325.511904761905
K05788	67.7206349206349	37.25	149.928571428571	729.603174603175	111.345238095238	173.127380952381	9472.33095238095	70.75	4806.21031746032	3119.47023809524	926.166666666667	3050.7619047619
K05789	4.32142857142857	1.57142857142857	0	0	0	1.57142857142857	0	0	0	0.982142857142857	0	0
K05790	5.32142857142857	1.82142857142857	0	0	0	1.94642857142857	0	0	29.25	0.982142857142857	0	0
K05791	42	72.2083333333333	207.333333333333	59.5833333333333	14.25	35	5969.95	37652.3333333333	2185.53333333333	581.441666666667	13.625	37
K05792	1.66666666666667	0	2	3.33333333333333	0.75	2.75	71.8	53.6	2224.86666666667	998.233333333333	3	0
K05793	0.333333333333333	0	0	0.416666666666667	0	0	31.6	53.6	2158.03333333333	539.566666666667	0	0
K05794	1841.23333333333	2160.06666666667	1624.80833333333	2409.29166666667	1307.34166666667	711.15	15264.4416666667	37869.1666666667	4428.6	3586	1193.25833333333	2892.86666666667
K05795	1404.5	1248.39393939394	1452.64393939394	909.734848484848	879.138888888889	840.5	6107.35	38214.1166666667	4868.06666666667	2072.88333333333	1025.5	1668.16666666667
K05796	5.32142857142857	1.82142857142857	0	1.66666666666667	3	4.61309523809524	0	0	29.25	0.982142857142857	0	1.66666666666667
K05798	5.32142857142857	1.82142857142857	0	0	0	1.94642857142857	0	0	29.25	0.982142857142857	0	0
K05799	33.915873015873	13.1183982683983	53.9886363636364	478.54797979798	24.4694444444444	43.6214285714286	9319.51666666667	41.9166666666667	6050.98888888889	4840.18214285714	257.25	2694.20833333333
K05800	32.8992063492064	17.6547619047619	0	32.2222222222222	0	5.74642857142857	659.6	0	5570.33888888889	1293.71547619048	0	0
K05801	247.887301587302	180.958333333333	121.095238095238	1372.10317460317	1538.09523809524	875.127380952381	331.514285714286	55.8333333333333	3214.21031746032	1596.42857142857	994.541666666667	1099.17857142857
K05802	46.5539682539683	27.5	92.9285714285714	255.019841269841	88.5952380952381	134.502380952381	516.264285714286	22.8333333333333	3631.71031746032	1472.72023809524	657.916666666667	325.511904761905
K05803	35.9761904761905	22.4166666666667	92.9285714285714	244.464285714286	88.5952380952381	132.327380952381	0.464285714285714	22.8333333333333	167.571428571429	262.386904761905	657.916666666667	325.511904761905
K05804	7.32142857142857	2.32142857142857	0	0	0	2.69642857142857	0	0	87.75	0.982142857142857	0	0
K05805	33.3992063492063	15.2380952380952	56.6666666666667	485.138888888889	23.75	38.8714285714286	399.55	73.75	4633.97222222222	2862.39880952381	266.25	2712.91666666667
K05807	279.637301587302	208.958333333333	186.095238095238	1995.85317460317	1560.84523809524	915.877380952381	15381.380952381	37604	4890.46031746032	3386.17857142857	1301.29166666667	3863.92857142857
K05808	4301.53531746032	3916.1683982684	2921.66363636364	4234.24242424242	5024.23055555556	7819.36865079365	15293.1333333333	40401.5944444444	4431.33333333333	4086.32936507936	3000.39166666667	4097.50555555556
K05809	35.9761904761905	22.4166666666667	92.9285714285714	242.797619047619	88.5952380952381	131.994047619048	0.464285714285714	22.8333333333333	166.738095238095	261.220238095238	647.25	298.511904761905
K05810	2575.82896825397	2902.44696969697	2138.81720779221	4418.92893217893	3330.28968253968	2894.18571428571	9734.91428571429	668.733333333333	6899.42698412698	6157.5119047619	2592.325	6018.95357142857
K05811	4.32142857142857	1.57142857142857	0	0	0	1.57142857142857	0	0	0	0.982142857142857	0	0
K05812	6.53809523809524	1.82142857142857	0	0.833333333333333	0	2.49642857142857	69	0	3027.75	1122.56547619048	0	0
K05813	16.2547619047619	11.9850649350649	2.23863636363636	10.9090909090909	2.025	6.47142857142857	1594	53.6	41.9166666666667	14.7321428571429	19.5	1.875
K05814	15.5880952380952	11.4850649350649	2.23863636363636	10.0757575757576	2.025	6.47142857142857	1594	53.6	41.5833333333333	14.7321428571429	19.5	1.875
K05815	15.5880952380952	11.4850649350649	2.23863636363636	10.0757575757576	2.025	6.47142857142857	1594	53.6	41.5833333333333	14.7321428571429	19.5	1.875
K05816	13.5880952380952	8.88506493506494	0.988636363636364	7.57575757575758	0.875	4.07142857142857	1681.4	53.6	34.5833333333333	1.98214285714286	0	0.625
K05817	0.333333333333333	0	0	0.416666666666667	0	0	8521.16666666667	1.16666666666667	65.8333333333333	458.666666666667	0	0
K05818	1.11111111111111	0.833333333333333	0	1.38888888888889	0	0	0	0	0.555555555555556	0	0	0
K05819	0.3	0	0	0	0	0.3	0	0	2437	120.5	0	0
K05820	37.1928571428571	24.9166666666667	97.5535714285714	250.297619047619	89.9146825396825	134.002380952381	8557.63095238095	26	3168.07142857143	1390.97023809524	637.916666666667	358.970238095238
K05822	507.633333333333	263.79696969697	497.488636363636	290.353535353535	1224.86111111111	143.819444444444	540.391666666667	16.5	118	200.625	213.375	313.458333333333
K05823	3520.85555555556	3141.91363636364	2678.57196969697	2344.35353535354	2837.96666666667	5571.90833333333	1337.85833333333	2846.51111111111	943.15	2169.96388888889	1630.075	2069.84722222222
K05825	0	0.6	0	0	0.844444444444444	1.4	125.1	26.8	0	0.5	0	1.33333333333333
K05832	7218.46944444444	6459.875	5459.825	5340.83333333333	7466.26944444444	9428.54722222222	2892.00833333333	4306.96388888889	2023.85	4165.19444444444	3399.66666666667	4877.16944444444
K05833	8019.67777777778	6779.58333333333	6021.74166666667	5096.11111111111	8497.81111111111	12560.7833333333	3351.05	5543.33888888889	2145.68333333333	4848.69444444444	3743.16666666667	5185.21111111111
K05834	6.87142857142857	3.17142857142857	0	2.5	0.4	3.52142857142857	8621.76666666667	54.7666666666667	2999.16666666667	1126.06547619048	0	0
K05835	5.32142857142857	1.82142857142857	0	0	0	1.94642857142857	8521.16666666667	1.16666666666667	29.25	3.48214285714286	0	0
K05836	9.66111111111111	4.58333333333333	0	9.72222222222222	0	1.925	10200.1666666667	54.7666666666667	3033.97222222222	1125.08333333333	0	0
K05837	4859.90119047619	4223.01666666667	3521.5619047619	4884.18650793651	6345.4369047619	8096.19404761905	16608.780952381	40450.6777777778	4709.21031746032	4548.48412698413	3872.80833333333	4772.35079365079
K05838	1812.0373015873	2146.45	1851.8619047619	2185.35317460317	1110.59523809524	614.144047619048	1187.19761904762	546.566666666667	4555.36031746032	3229.7369047619	1492.05	1532.7119047619
K05839	6.32142857142857	2.07142857142857	0	0	0	2.32142857142857	0	0	58.5	0.982142857142857	0	0
K05844	39.6373015873016	24.25	92.9285714285714	248.353174603175	88.5952380952381	132.877380952381	36.4642857142857	22.8333333333333	3167.29365079365	1383.97023809524	665.916666666667	347.511904761905
K05845	7869.52341269841	7920.18704906205	7132.29141414141	6616.93686868687	7570.28055555556	7487.46785714286	3795.94444444444	3602.7	7076.95555555556	7254.39761904762	3871.35	5645.42777777778
K05846	9013.51626984127	8706.44657287157	7764.55808080808	7600.18686868687	9115.76111111111	7937.78571428571	5009.63611111111	3893.8	10305.4388888889	9033.08690476191	4358.225	6426.21111111111
K05847	6206.89841269841	5777.56204906205	5369.04141414141	4896.5202020202	6131.82222222222	5830.80119047619	3461.61111111111	3277.51666666667	5629.37222222222	5627.73095238095	2966.6	3982.59444444444
K05851	37.1928571428571	22.4166666666667	92.9285714285714	245.297619047619	88.5952380952381	132.877380952381	0.464285714285714	22.8333333333333	3166.07142857143	1383.97023809524	657.916666666667	325.511904761905
K05873	49.5	33.75	127.833333333333	178.333333333333	52.5	57.875	7	19.9166666666667	224.75	63.4166666666667	569.416666666667	193.833333333333
K05874	9.64285714285714	3.39285714285714	0	0	0	3.51785714285714	207	0	29.25	1.96428571428571	0	0
K05875	17.2857142857143	6.28571428571429	0	0	0	6.28571428571429	0	0	0	3.92857142857143	0	0
K05876	4.32142857142857	1.57142857142857	0	0	0	1.57142857142857	0	0	0	0.982142857142857	0	0
K05877	1	0.25	0	0	0	0.375	0	0	29.25	0	0	0
K05878	2346.53888888889	1536.92222222222	1605.37777777778	1556.88888888889	3112.54166666667	4485.29166666667	1409.91944444444	1863.35833333333	1514.30555555556	3046.08333333333	1310.26666666667	1675.21111111111
K05879	2829.91388888889	1913.79722222222	1693.87777777778	1939.38888888889	3151.41666666667	4564.29166666667	1416.91944444444	2070.35833333333	1528.05555555556	3135.08333333333	1356.01666666667	1743.46111111111
K05880	1	0.25	0	0	0	0.375	0	0	29.25	0	0	0
K05881	1726.78055555556	1168.63055555556	1074.04444444444	967.722222222222	1619.5	4113.24166666667	1122.36944444444	1818.80833333333	361.422222222222	1433.98333333333	863.766666666667	949.294444444444
K05886	0	0	0	0	0	0	40.4	0	0	0	0	0
K05888	5.66666666666667	3.36363636363636	0.363636363636364	7.57575757575758	0	1	62.2666666666667	53.6	5.33333333333333	1	0	0
K05895	602.219444444444	639.941666666667	220.858333333333	603.138888888889	745.6	1507.7	437.2	101.65	3267.05555555556	1616.73333333333	506.45	1055.275
K05896	6375.075	6142.9553030303	5208.13863636364	5766.38131313131	5842.59166666667	7730.25833333333	11265.475	3481.57777777778	7467.78888888889	7580.03055555556	3912.025	7470.24722222222
K05898	0	0	0	0	0	0	79	134	2092.2	84.9	0	0
K05910	6.6	7.2	6.5	4.30555555555556	9.375	1.25	570.175	0	1	0.625	1.125	4.25
K05916	1152.5380952381	1613.78506493506	1621.36363636364	1231.74242424242	704.622222222222	180.229761904762	8940.9	337.9	4317.75	2500.56547619048	545.333333333333	729
K05917	0	0	0	0	0	0	31.6	53.6	0	1	0	0
K05919	712.125	692.75	172.5	1610	2183.375	2226.5	7.25	24.25	206	489.125	709.625	1722.25
K05921	4.43333333333333	0.5	0	1.66666666666667	0	1.85	138	0	1871.1	2078.36666666667	0	0
K05922	10.3333333333333	8.33333333333333	3.66666666666667	18.3333333333333	1	0	0	33	1.33333333333333	14.3333333333333	9	20.6666666666667
K05927	10.3333333333333	8.33333333333333	3.66666666666667	18.3333333333333	1	0	0	33	1.33333333333333	14.3333333333333	9	20.6666666666667
K05934	568.602777777778	615.841666666667	210.633333333333	585.305555555556	744.125	1501.825	358.6	46.25	267.155555555556	487.55	498.65	1045.45
K05936	602.219444444444	639.941666666667	220.858333333333	603.138888888889	745.6	1507.7	437.2	101.65	3267.05555555556	1616.73333333333	506.45	1055.275
K05937	35	27.3	10.225	17	1.91944444444444	5.325	529	1.8	1.4	6.6	7.8	11.1583333333333
K05939	15.6547619047619	10.1547619047619	3.66666666666667	21.6666666666667	1	2.61309523809524	647	33	32.25	17.6488095238095	55.3333333333333	83.6666666666667
K05942	0	2	2	5	0	0	0	0	2	4.5	5	32.5
K05946	2405.47222222222	2539.88282828283	1430.38005050505	1959.59595959596	1962.09444444444	2938.98333333333	622.627777777778	1168.64166666667	746.472222222222	1271.95833333333	1169.04166666667	2050.44444444444
K05952	53.0714285714286	27.8452380952381	145.928571428571	714.880952380952	111.345238095238	168.505952380952	1.21428571428571	63.5833333333333	1806.15476190476	1986.90476190476	915.166666666667	3017.7619047619
K05964	51.8166666666667	72.9833333333333	47.7666666666667	45.9166666666667	19.6083333333333	25.9916666666667	573.641666666667	44.4666666666667	74.7833333333333	113.483333333333	95.925	87.85
K05966	48.75	73.2666666666667	46.1	45.25	17.275	17.525	667.441666666667	44.35	74.05	110.95	94.925	87.85
K05967	2.25	6.25	1.375	5	1.31944444444444	1.125	0	0	3.75	8.75	7	11.9583333333333
K05970	203	162.041666666667	35.25	1262.08333333333	1448.5	745.25	6418.91666666667	37480.75	76.75	255.375	377.125	811
K05973	2.44444444444444	1.83333333333333	0	3.05555555555556	0	0	844.8	0	1.22222222222222	0	0	0
