"feature"	"S1"	"S2"	"S3"	"S4"	"S5"	"S6"	"S7"	"S8"	"S9"	"S10"	"S11"	"S12"	"S13"	"S14"
"K00031"	2513.85411255411	3541.43740981241	1889.64283910534	2174.35378787879	2171.30014430014	2193.05351731602	1668.76815776816	4502.52561327561	3493.42624458874	4202.6259018759	3009.28560606061	2760.95533910534	1240.79734848485	1653.92344877345
"K00032"	43.5035714285714	113.866666666667	4.31666666666667	6.38333333333333	3.58571428571429	7.11309523809524	6.66666666666667	339.035714285714	184.55	126.066666666667	23.4916666666667	8.8952380952381	6.16666666666667	131.579761904762
"K00033"	1576.34556277056	1159.87593795094	1348.59116161616	1703.88228715729	1821.35371572872	2082.64895382395	1418.20527898028	462.09880952381	1011.19621212121	1639.71002886003	2096.83939393939	2061.48787878788	1062.0737012987	737.664718614719
"K00034"	1350.29866522367	525.344047619048	1177.66313131313	983.757251082251	1342.12142857143	1037.08968253968	789.813167388167	166.292983405483	549.641341991342	858.242063492063	1638.18207070707	1654.89722222222	905.787445887446	407.860714285714
"K00035"	207.991666666667	372.5	160.961111111111	237.719444444444	166.186111111111	252.902777777778	138.277777777778	134.266666666667	201.736111111111	411.313888888889	253.761111111111	225.844444444444	175.175	155.813888888889
"K00036"	2315.32243867244	3096.47516233766	1915.13463203463	2565.66148989899	2206.65995670996	2426.74547258297	2000.21330567581	2708.15892857143	2681.69707792208	3469.24206349206	2930.49987373737	2660.43387445887	1456.56585497835	1522.05923520924
"K00038"	145.287878787879	282.662247474747	164.911111111111	235.298863636364	272.556746031746	486.97123015873	239.693308080808	89.4648268398268	239.500360750361	303.628282828283	207.604166666667	286.427777777778	130.011904761905	117.245238095238
"K00039"	98.3080808080808	219.476515151515	83.8772727272727	64.025	76.9217171717172	116.471717171717	47.6994949494949	95.4318181818182	125.253787878788	211.5	61.7813131313131	64.5535353535354	93.2772727272727	87.9651515151515
"K00040"	288.797222222222	533.648611111111	317.536111111111	547.252651515151	317.994841269841	412.402380952381	267.600631313131	208.226551226551	339.173845598846	598.601587301587	438.827904040404	382.254761904762	257.519444444444	373.523412698413
"K00041"	108.270707070707	247.960281385281	92.930303030303	239.77904040404	99.2136363636364	156.523556998557	115.532323232323	128.157142857143	130.785858585859	344.60119047619	182.756060606061	149.978354978355	39.1636363636364	110.922655122655
"K00042"	292.546248196248	594.244444444444	305.919444444444	544.919696969697	229.860317460317	300.80119047619	357.411616161616	195.930158730159	284.320634920635	544.319444444444	493.011616161616	363.052380952381	298.082323232323	285.921428571429
"K00043"	1.58333333333333	7.08333333333333	1.66666666666667	1.93333333333333	0	0.2	1.29166666666667	3.73333333333333	2.74166666666667	9.58333333333333	1.58333333333333	0.416666666666667	0.458333333333333	1.74166666666667
"K00045"	287.58538961039	840.556313131313	117.912247474747	201.741666666667	66.2620490620491	123.833874458874	132.92196969697	1887.20797258297	1144.22967171717	943.347222222222	270.94898989899	95.735101010101	63.2608585858586	481.913131313131
