"feature"	"S1"	"S2"	"S3"	"S4"	"S5"	"S6"	"S7"	"S8"	"S9"	"S10"	"S11"	"S12"	"S13"	"S14"
"K02083"	863.377200577201	432.758441558442	745.813131313131	808.216089466089	1072.30782828283	882.441955266955	563.569949494949	166.481511544012	391.206277056277	608.39613997114	1101.40833333333	1199.39083694084	489.729437229437	298.606421356421
"K02086"	6.58856421356421	1.48863636363636	0.215909090909091	6.68235930735931	0.583333333333333	0.658730158730159	36.5148388648389	24.3015692640693	27.4783189033189	1.94534632034632	6.03106060606061	0.55	7.04383116883117	6.22619047619048
"K02092"	0	0	0	0	0.5	0	0	0	0	0	0	1.25	0	0
"K02093"	0	0	0	0	0.5	0	0	0	0	0	0	1.25	0	0
"K02094"	0	0	0	0	0.5	0	0	0	0	0	0	1.25	0	0
"K02095"	0	0	0	0	0.5	0	0	0	0	0	0	1.25	0	0
"K02096"	0	0	0	0	0.5	0	0	0	0	0	0	1.25	0	0
"K02097"	0	0	0	0	0.5	0	0	0	0	0	0	1.25	0	0
"K02099"	4.86111111111111	10.9761904761905	6.95833333333333	9.95833333333333	6.29166666666667	20.3373015873016	30.414898989899	12.4519841269841	17.6242424242424	11.5297619047619	8.79166666666667	4.77857142857143	6.875	8.68452380952381
"K02100"	0.333333333333333	5.23376623376623	0	0.181818181818182	1.89285714285714	2.72619047619048	0.96969696969697	2.65800865800866	0.681818181818182	6.21428571428571	0	3.5	0	0.142857142857143
"K02101"	0	0	0	0	0	0.214285714285714	0	0	0	0	0	0	0	0
"K02103"	0.727272727272727	0	0	1.09090909090909	0.0833333333333333	0.166666666666667	1.91498316498317	5.21111111111111	1.06969696969697	0.833333333333333	3.57575757575758	0.55	1.45454545454545	0
"K02106"	765.931926406926	156.434343434343	557.787373737374	508.997655122655	921.661507936508	590.602777777778	390.537674362674	144.740115440115	265.622186147186	205.993073593074	989.086616161616	1020.33134920635	419.252164502164	199.034523809524
"K02107"	5	2	14	5	5	0	37	0	0	0.166666666666667	1.625	12	2	0
"K02108"	1966.1806998557	2406.14296536797	1502.69839466089	1986.08156565657	2035.95054112554	2310.04081890332	1495.95704665705	2457.40398629149	2192.68616522367	2874.11756854257	2640.68156565657	2495.37676767677	1129.49615800866	1182.16511544012
"K02109"	2917.19307359307	2844.30066738817	2302.9786976912	2853.13573232323	3212.85941558442	3378.21655844156	2031.71929413179	2547.30322871573	2594.54222582973	3426.13701298701	3945.41527777778	3835.10075757576	1808.91257215007	1467.19292929293
"K02110"	1981.6176046176	2408.76796536797	1510.68172799423	1988.45656565657	2048.92911255411	2319.97415223665	1494.84871332371	2442.90398629149	2191.61116522367	2872.85923520924	2647.45656565657	2524.37676767677	1126.34615800866	1164.66511544012
"K02111"	1970.55292207792	2402.15963203463	1501.21228354978	1988.47601010101	2037.15887445887	2304.4685966811	1492.52371332371	2453.28731962482	2185.71394300144	2867.88423520924	2641.4398989899	2508.0101010101	1120.9656024531	1177.47622655123
"K02112"	1978.9806998557	2405.94296536797	1504.18172799423	1990.08156565657	2049.41720779221	2317.40748556999	1493.39037999038	2452.53731962482	2190.65283189033	2875.06756854257	2644.49823232323	2527.79343434343	1125.09615800866	1179.03178210678
"K02113"	1896.19181096681	2389.28046536797	1448.20533910534	1914.96628787879	1887.82831890332	1993.67415223665	1438.25287999038	2445.0650974026	2159.02088744589	2916.5509018759	2487.98851010101	2316.06287878788	1076.47949134199	1158.64289321789
"K02114"	2006.28625541126	2577.09574314574	1542.91783910534	1996.31767676768	2062.8060966811	2327.55470779221	1513.04315776816	2540.45398629149	2302.069498557	2974.60923520924	2662.24823232323	2529.80732323232	1132.38782467532	1204.69844877345
"K02115"	1989.2306998557	2497.73463203463	1506.47339466089	1992.20656565657	2049.41720779221	2316.53248556999	1496.39037999038	2509.87065295815	2243.48616522367	2905.44256854257	2647.24823232323	2526.8351010101	1126.59615800866	1191.40678210678
"K02116"	1475.10165945166	1856.79018759019	1049.97200577201	1249.7851010101	1544.63823953824	1491.72871572872	834.426418951419	2254.99577922078	1783.93823953824	1941.56201298701	1931.88434343434	1918.14621212121	774.851713564214	933.761544011544
"K02117"	259.916666666667	16.1666666666667	313.916666666667	17.5	191.166666666667	41.5	53.8333333333333	0.854166666666667	67.3333333333333	75.0166666666667	222.875	282.916666666667	78.5	15.5416666666667
"K02118"	259.916666666667	16.1666666666667	313.916666666667	17.5	191.166666666667	41.5	53.8333333333333	0.854166666666667	67.3333333333333	75.0166666666667	222.875	282.916666666667	78.5	15.5416666666667
"K02119"	259	16	310.5	17	191	36	53	0.6875	67	73.5166666666667	219.375	282.416666666667	78.5	14.375
"K02120"	259.25	16	310.75	17	191	36.8333333333333	53	0.854166666666667	67	74.5166666666667	220.375	282.416666666667	78.5	14.375
"K02121"	5.75	4.5	14.25	5.5	5	3.83333333333333	38.5	0.6875	0.5	2.51666666666667	0.375	15.9166666666667	3	1.875
"K02122"	259	16	310.5	17	191	34	53	0.6875	67	72.7666666666667	219.375	280.25	78.5	14.375
"K02123"	259.916666666667	16.1666666666667	313.916666666667	17.5	191.166666666667	41.5	53.8333333333333	0.854166666666667	67.3333333333333	75.0166666666667	222.875	282.833333333333	78.5	15.5416666666667
"K02124"	259.916666666667	16.1666666666667	313.916666666667	17.5	191.166666666667	41.5	53.8333333333333	0.854166666666667	67.3333333333333	75.0166666666667	222.875	282.916666666667	78.5	15.5416666666667
"K02160"	1907.69267676768	2274.78235930736	1429.8518037518	1826.29289321789	1879.91720779221	1927.92792207792	1380.26968494468	2440.84453463203	2128.54877344877	2725.74108946609	2499.80984848485	2330.22676767677	1081.51975108225	1095.40003607504
"K02164"	101.344444444444	150.818055555556	136.0125	151.2875	151.069444444444	233.006944444444	91.6013888888889	58.7916666666667	122.498611111111	164.813888888889	134.481944444444	139.397222222222	122.333333333333	176.255555555556
"K02167"	101.394444444444	104.395634920635	72.6611111111111	91.0472222222222	106.947222222222	160.581349206349	48.0694444444444	105.280952380952	100.367857142857	119.770634920635	158.482070707071	96.1714285714286	50.9166666666667	146.773412698413
"K02168"	143.017857142857	305.661904761905	139.309722222222	236.386111111111	93.7757936507936	88.2210317460317	108.286111111111	252.778571428571	253.216865079365	317.87619047619	172.280555555556	112.891666666667	51.2694444444444	245.390476190476
"K02169"	537.774891774892	1416.58336940837	279.289682539683	383.968939393939	426.533333333333	550.577380952381	257.565873015873	2128.86168831169	1371.5516955267	1334.56706349206	624.803282828283	630.980555555555	211.572997835498	621.117857142857
"K02170"	93.8935425685426	53.9837662337662	74.8027777777778	77.9891774891775	85.9194444444444	101.875793650794	69.8011904761905	103.732323232323	68.6040764790765	46.0619047619048	174.86994949495	203.433333333333	51.6479978354978	128.660714285714
"K02171"	0.892857142857143	0.5	1.84090909090909	2.64285714285714	1.08333333333333	2.13095238095238	3.83062770562771	7.98809523809524	5.77380952380952	1.54761904761905	6.95454545454545	2	0.464285714285714	8.97619047619047
