"Pathway"	"S1"	"S2"	"S3"	"S4"	"S5"	"S6"	"S7"	"S8"	"S9"	"S10"	"S11"	"S12"	"S13"	"S14"
"ko00785"	4017.10266955267	4917.46996753247	3096.36686507937	4137.96589105339	3994.67132034632	4330.15266955267	3080.39893578644	5009.41372655123	4562.2928030303	5946.88961038961	5286.14987373737	4870.41028138528	2267.47106782107	2417.3095959596
"ko00790"	37385.4252525253	48145.0056818182	28692.8759379509	34094.5740440115	35275.7465728716	36431.1683982684	25583.9418771044	56098.9007936508	46719.6638888889	56781.7875541126	47028.9145923521	43877.1890692641	20208.0967352092	23912.7690836941
"ko00791"	3988.89173881674	6771.93405483405	3492.73207070707	3831.27056277056	3206.63881673882	3807.25211038961	2697.76987734488	7394.25501443001	6300.01053391053	7306.65753968254	4611.57803030303	4176.41677489178	2177.95836940837	3363.50652958153
"ko00830"	5129.95288600289	4459.51866883117	4432.96329365079	4147.47541486291	5252.52925685426	5055.10068542568	3108.57868566619	3997.8840007215	4205.64864718615	5178.69466089466	6166.88421717172	6383.53528138528	3013.99924242424	2373.24054834055
"ko00860"	55046.1985569986	63546.907521645	47017.6596320346	49852.3217712843	51370.1811327561	51281.7557359307	38100.9967111592	61148.248051948	57928.0275974026	75327.1408008658	68686.5342532467	64037.143975469	30048.1202741703	32834.6156204906
"ko00900"	28891.9624098124	35147.2707792208	23761.5216269841	27082.3475108225	27979.5334776335	30125.7227633478	21574.7357022607	35039.7457251082	32447.2503787879	42092.9873376623	36488.430988456	34613.2545454545	16745.6931096681	17215.3115440115
"ko00901"	60.8174603174603	36.7083333333333	68.0666666666667	111.108333333333	22.027380952381	61.0587301587302	61.3277777777778	4.33333333333333	36.8166666666667	66.4833333333333	93.6222222222222	47.0611111111111	92.2	25.7833333333333
"ko00902"	9.25	8.26388888888889	4	20.5833333333333	12.25	22.5833333333333	3.41666666666667	4.83333333333333	7.16666666666667	25.0833333333333	17.5277777777778	31.1666666666667	3.25	5.16666666666667
"ko00903"	8391.15811688312	11781.3471320346	7074.68214285714	8588.23634559885	8405.61515151515	11723.0056277056	7521.48505892256	11554.2698593074	10963.5340548341	13232.9857503608	10875.9560786436	9830.63441558442	5710.81329365079	6016.92561327561
"ko00906"	3162.44978354978	5463.61581890332	2833.45294011544	4276.88039321789	3192.45234487734	3325.34678932179	2782.09724025974	3252.46293290043	3693.88623737374	5976.95717893218	5221.62032828283	4398.77604617605	2094.12826479076	1932.21695526696
"ko00908"	1901.77117604618	2366.78324314574	1456.20533910534	1929.87898629149	1891.71720779221	1996.17415223665	1452.32351491101	2476.3270021645	2161.88596681097	2868.93661616162	2486.04406565657	2309.86843434343	1102.61520562771	1173.50003607504
"ko00909"	1224.86634199134	460.01994949495	1009.23308080808	973.522402597403	1268.28784271284	1150.26919191919	740.776334776335	93.8207792207792	619.726298701299	687.017568542568	1678.05782828283	1523.8601010101	686.751515151515	299.558766233766
"ko00910"	37516.2908730159	43238.1978354978	29855.198953824	32152.4259920635	36368.9307359307	36771.0618867244	24436.3279280904	50197.5823412698	43392.7818362193	50390.3075036075	45445.0936868687	43720.2090548341	21158.1906024531	23827.9433982684
"ko00920"	47436.8758297258	69418.0899891775	37253.2255772006	42998.6455627706	43708.1721139971	50268.8748917749	33476.3267195767	86753.5546176046	69839.0460137085	80006.7477633478	57655.9690656566	52777.449963925	27800.6771103896	35718.0453102453
"ko00930"	6452.57301587302	8292.21809163059	6019.95625901876	7032.74213564214	7147.52619047619	10333.3597222222	6136.237999038	5011.5961038961	6724.70126262626	9620.69484126984	8564.82956349206	8187.71984126984	5186.09801587302	4330.27658730159
"ko00940"	6785.22532467532	8784.0722041847	5484.81897546898	7852.49264069264	6233.51695526695	6996.19512987013	5588.59283309283	6917.44895382395	6966.14392135642	11471.0141053391	9224.89583333333	7882.19044011544	4352.40265151515	4014.76396103896
"ko00941"	12.2111111111111	16.2	22.6944444444444	28.6083333333333	6.34166666666667	22.1420634920635	24.9333333333333	3.61111111111111	13.0111111111111	31.5666666666667	14.3222222222222	7.19444444444444	3.66666666666667	13.1333333333333
"ko00943"	913.361111111111	105.666666666667	613.833333333333	613.416666666667	892.75	546.166666666667	539.475468975469	33.7777777777778	204.738095238095	318.25	1223.30555555556	1038.16388888889	388.25	134
"ko00944"	303.661111111111	477	316.511111111111	592.458333333333	212.75	294.25	492.088888888889	135.166666666667	277.944444444444	592.416666666667	419.880555555556	325.122222222222	264.833333333333	210.25
"ko00945"	12.2111111111111	16.2	22.6944444444444	28.6083333333333	6.34166666666667	22.1420634920635	24.9333333333333	3.61111111111111	13.0111111111111	31.5666666666667	14.3222222222222	7.19444444444444	3.66666666666667	13.1333333333333
"ko00950"	7468.0733044733	6657.52153679654	5883.12128427128	5867.64494949495	7273.31562049062	6202.10173160173	4424.0117965368	7649.15209235209	6888.25966810967	8505.75923520923	9238.18964646465	8701.29264069264	3991.56737012987	3313.55876623377
"ko00960"	9057.20450937951	10381.9530663781	6920.67022005772	8207.74758297258	8440.37186147186	8289.12523448774	5904.65951178451	11202.5643578644	9793.31433982684	12389.6070707071	11457.9431818182	10393.814033189	4779.67123015873	5073.19217171717
"ko00965"	1936.52640692641	1987.28932178932	1799.15277777778	1644.67366522367	1824.58293650794	1345.27718253968	1102.22023809524	1260.66756854257	1455.95324675325	2159.06746031746	2355.70202020202	2377.225	915.779942279942	862.894841269841
"ko00966"	2794.62893217893	4081.19801587302	2461.2066017316	2578.01212121212	2628.77478354978	2509.76387085137	1805.09795574796	3867.89238816739	3282.4974025974	4124.14891774892	3608.1952020202	3449.54357864358	1581.27297979798	1617.06681096681
"ko00970"	116061.826587302	165915.406637807	92403.0816738817	114971.753499278	107484.585425685	123802.949314574	88946.0722342472	188202.182034632	159075.565151515	191974.237445887	152474.826010101	138436.232972583	69179.9673881674	81562.7868326118
"ko00980"	12095.7659090909	19194.5476731602	10043.2131493506	11019.9452561328	11609.5306998557	13714.9850649351	7372.40354136604	20545.3637265512	17691.731475469	20636.3264069264	14913.4102272727	14050.0251803752	7949.80643939394	9304.65797258297
"ko00981"	4417.31814574315	6293.37485569986	3286.60533910534	4112.10174963925	4031.43878066378	4768.44711399711	3399.94154040404	8117.07887806638	6418.5064033189	7035.58416305916	5516.75	4778.67575757576	2531.89247835498	3248.86554834055
"ko00982"	14373.9504329004	20793.1476731602	11677.850523088	12673.9599386724	14003.3596681097	15752.6902236652	8852.97802429052	23136.0903138528	19817.1592532468	22816.7851370851	17849.1728535354	16721.3648629149	9261.02866161616	10197.4242424242
"ko00983"	14959.4632034632	16843.2308982684	12011.5782647908	13676.2716269841	13683.9321428571	13480.1896825397	10303.4072811448	20185.7795815296	17422.8683441558	21507.3686147186	18551.5965909091	16955.2329365079	7608.2836038961	8664.85238095238
"ko00984"	1987.92070707071	1444.78674242424	1854.70833333333	1593.70618686869	2805.93293650794	4185.51527777778	1615.01073232323	442.582323232323	1483.33661616162	1768.07579365079	2702.99305555556	3150.33293650794	1563.2001984127	814.940079365079
"ko01040"	20631.9924963925	22697.7468975469	16584.33997114	19765.2155122655	20821.5772727273	21990.6933441558	15295.0486772487	20625.8882575758	20065.2811688312	26566.94004329	26617.66504329	24631.8682178932	12355.5185606061	11787.7921356421
"ko01051"	3864.62691197691	5486.04298340548	3554.5137987013	4041.4273989899	3546.49292929293	4190.31336580087	3039.34164862915	3648.77036435786	4176.37408008658	6480.29931457431	4875.76628787879	4600.72132034632	2148.19745670996	2371.63751803752
"ko01052"	67.1777777777778	24.8902777777778	164.381944444444	105.148611111111	69.118253968254	189.799206349206	124.0875	10.4861111111111	155.190277777778	136.044444444444	134.420833333333	115.461111111111	13.8095238095238	32.5214285714286
"ko01053"	2179.39729437229	3520.16102092352	1536.2922979798	1896.16645021645	1638.78293650794	1936.76468253968	1865.59924242424	6531.09116161616	4694.986002886	4439.95725108225	2423.51022727273	1778.55873015873	1022.95434704185	1908.99603174603
"ko01054"	697.798484848485	1398.67536075036	482.424747474748	916.767929292929	558.704112554112	601.763636363636	627.176406926407	1546.55595238095	1097.53430735931	1633.95476190476	1011.53106060606	717.441053391053	434.193993506493	602.647655122655
"ko01055"	4605.35241702742	3270.14105339105	3653.54022366522	4296.89660894661	4749.83665223665	4332.11542207792	3529.75436507937	2895.63638167388	3209.85411255411	4450.57362914863	6101.77828282828	5580.7727994228	2453.47018398268	1869.56392496393
"ko01056"	62.4916666666667	90.0333333333333	112.925	147.475	45.5337301587302	119.086507936508	236.494444444444	45.0833333333333	114.208333333333	128.672222222222	164.916666666667	70.4333333333333	25.0892857142857	64.1083333333333
"ko01057"	698.133333333333	159.534722222222	578.041666666667	529.4375	861.192063492064	622.233333333333	424.509722222222	66.175	232.608333333333	214.761111111111	938.5375	963.575	322.47619047619	126.611904761905
"ko01059"	817.525	133.952777777778	754.708333333333	629.527777777778	964.780555555556	992.960912698413	672.305555555556	72.0416666666667	339.933333333333	382.877777777778	1221.73333333333	1089.98888888889	343.005952380952	185.622619047619
"ko01062"	1781.16013708514	2527.74384920635	1477.50003607504	1786.60943362193	1875.72741702742	2021.27067099567	1212.97281746032	2294.58367604618	2139.51219336219	2564.05804473304	2513.39608585859	2368.84498556999	1152.33533549784	1044.03979076479
"ko01100"	1330516.02950938	1541922.59051227	1065802.22718254	1225610.09659091	1285012.82348485	1294537.41534993	936902.915169553	1613199.89736652	1451961.24891775	1828309.13625541	1677391.51457431	1569206.97012987	750967.551208514	772929.829184704
"ko01110"	585457.833982684	652886.067550505	470998.635858586	539145.374386724	568607.418578644	569029.146951659	417293.801899952	672057.531042569	616172.622781385	786290.747438672	740816.803589466	694600.672727273	330639.942388167	328303.21010101
"ko01120"	475182.858549784	566408.301893939	388869.367532468	440362.507720058	456396.153896104	475741.210046898	342682.929268879	567628.728300866	523601.820797258	653336.681854257	590907.7620671	553501.819949495	281477.789466089	280541.14541847
"ko01130"	443166.995382395	498350.986544012	357654.243957431	412195.504563492	429384.795959596	432646.48961039	321210.160155123	509348.806926407	468210.178427128	596517.916017316	561549.454761905	523267.127886003	252305.79229798	250732.58510101
"ko01200"	235549.661327561	266196.53961039	192794.804004329	219992.130753968	228569.561652237	234232.23030303	173658.124729437	264452.040854978	248163.140313853	316844.486399711	296427.317893218	277426.400180375	138597.874819625	132725.704401154
"ko01210"	62160.4744949495	69447.579491342	51889.4073773449	55904.1808080808	60348.2419191919	58816.6454906205	43058.6537758538	67505.7759199134	62733.5671356421	81509.3731962482	77499.821482684	73998.754978355	35201.690007215	34086.5487734488
"ko01212"	66142.2578643579	78262.8490800866	52904.1003787879	63374.371969697	66326.8931096681	72007.1512445887	50108.1138287638	77607.2663419913	72097.0385281385	91469.4277417027	84607.5222041847	78904.8264069264	40159.8466450216	39891.0832972583
"ko01220"	33448.862012987	43054.8871212121	28798.96002886	29973.0454365079	31823.886038961	34788.8729437229	23786.5794432419	36177.300974026	36095.9511363636	43629.4424963925	39611.2439393939	38283.3719336219	22374.210515873	19953.8616883117
"ko01230"	252379.772041847	287282.004689755	205260.77209596	232318.984108947	242412.970562771	241887.16242785	178215.651677489	292475.24774531	266967.3	343386.684018759	317060.692424242	298067.982647908	141446.554689755	143817.300577201
"ko01501"	24939.3648268398	38087.5594516595	17770.7652597403	24213.8583333333	23930.1379148629	25824.3147005772	16536.634042809	47972.4903679654	36918.5223304473	44155.2857142857	31958.3708513709	29692.4687229437	13483.0315836941	18417.8752525253
"ko01502"	13043.2486291486	15049.1220238095	10077.9238275613	12361.6218975469	12275.1725468975	13016.1913961039	10524.1132635883	16599.3461399711	14897.820959596	18605.4761544012	16564.8285533911	14656.7612193362	7900.94641053391	7524.58986291486
"ko01503"	21426.0739177489	27273.3662698413	14843.4503787879	18874.1368326118	22544.6374098124	23014.7512987013	12434.1608345358	34278.0153138528	26573.6009559885	31650.7596681097	27878.8449494949	27253.6508297258	11131.4043650794	13927.6852453102
"ko01521"	258.5	13.5	310.5	16.5	191	33	51.5	0	66.5	71	219	278.5	77.5	12.5
"ko01522"	3.33333333333333	0.666666666666667	6	2.66666666666667	5.33333333333333	13.1666666666667	0	1	1.55555555555556	3	7.5	11.3888888888889	2	0
"ko01523"	8426.07341269841	12525.2619227994	6417.131998557	8861.28237734488	7944.53300865801	8903.91554834055	6347.07634078884	14247.818037518	11791.855050505	14699.6743506494	10860.53248557	10060.7268759019	4583.74879148629	6238.1775974026
"ko01524"	13688.662012987	22941.0642135642	11135.7106962482	13471.9137085137	13043.7183261183	15126.2822150072	8798.21279461279	24346.8948412698	20772.491468254	24866.9802669553	17389.5404040404	15904.38997114	8929.00977633478	10940.8871212121
"ko02010"	205169.813455988	324986.634992785	160643.348520924	205255.09047619	176876.059776335	214268.898268398	163770.687962963	358952.104130592	297570.729220779	359968.738131313	242107.939646465	204688.35021645	121162.247835498	169500.265440115
"ko02020"	179269.433152958	271881.600054113	127949.872258297	151413.825234488	158649.011940837	174998.220075758	114938.818548581	364629.308856421	279422.438167388	309456.080122655	214151.713690476	193675.864430014	96165.2151875902	140957.380266955
"ko02024"	135756.890764791	203808.343668831	112800.586724387	139105.238437951	121781.936616162	148922.826893939	110800.800943963	195684.185569986	180391.289430014	227259.858766234	161613.317045455	140184.392496393	89455.2934343434	104781.716197691
"ko02025"	43567.9882395382	58457.578968254	29492.2018217893	29406.8193362193	39366.9248556999	35639.9066017316	22317.4841871092	91332.0385642136	65477.7744047619	63980.0147546897	49300.396969697	46716.6347402597	19569.7124819625	31984.2924242424
"ko02026"	24550.4935786436	32485.0341991342	17823.1308982684	20797.8511183261	24293.8315295815	25020.2765692641	14560.2048460798	39795.5376623377	31900.9536616162	37103.072005772	30680.0626262626	29487.6721500722	13102.4644660895	17314.3195887446
"ko02030"	58156.1597402597	91173.5923160173	37558.5544733045	46227.0269119769	45869.0986652237	54397.0716810967	37345.2830928331	134493.359145022	99994.4198773449	106163.292712843	66601.9053030303	56117.8895021645	30447.1298340548	47529.1309163059
"ko02040"	70268.5272727273	92732.4100108225	45176.153968254	51324.0577020202	61576.9487734488	62429.9765512266	40080.6706048581	155119.332503607	112174.981601732	108606.893326118	83001.8887626263	74883.3625541126	36685.8680194805	50562.1641774892
"ko02060"	7663.62034632035	10648.5783008658	6195.74265873016	8784.33607503608	5972.1332972583	5983.75413059163	5842.63478835979	9766.98737373737	9476.936002886	12096.4566738817	9940.84356060606	7650.37366522366	3905.36753246753	5918.67687590188
"ko03008"	4653.33546176046	4207.62808441558	4433.36585497835	2748.86549422799	4136.53903318903	3114.96641414141	2347.33422919673	4762.01747835498	4325.97862554113	5131.46002886003	5107.64684343434	5471.16446608947	1917.56818181818	2175.61908369408
"ko03010"	126702.220995671	141075.941089466	104089.3245671	114445.862031025	121018.221681097	117854.658784271	88678.9733946609	145270.894119769	132658.696843434	171066.37005772	159453.833766234	151492.54505772	68077.4373015873	70650.2773448774
"ko03013"	6169.65768398268	3619.14873737374	5682.46673881674	2758.98813131313	5477.17420634921	3747.23015873016	2913.13245550746	5115.36872294372	4759.81457431457	5262.10378787879	6503.51262626263	7006.72142857143	2514.90551948052	1967.96071428571
"ko03015"	517	27	622.916666666667	33.6666666666667	382	68	107.5	0	134.083333333333	142	439.166666666667	557.166666666667	155	25
"ko03018"	32474.9937229437	34426.2674963925	25495.1910714286	30113.4366883117	32610.8116883117	31958.9763708514	23035.9928811929	35191.9733044733	32834.9260642136	42872.7432900433	41647.5924242424	39596.4947691198	18035.8159451659	17341.0644300144
"ko03020"	10001.603030303	9249.26744227994	8800.96920995671	7459.73501082251	9413.99541847042	8210.61764069264	6039.67496993747	9706.56275252525	9208.33825757576	11447.423953824	11795.1781565657	11902.495959596	5068.25743145743	4659.4810966811
"ko03022"	2170.10912698413	332.607575757576	2597.18194444444	336.844444444444	1588.73412698413	381.632341269841	568.201767676768	95.0576479076479	687.41369047619	816.375	1889.57222222222	2290.53055555556	656.676190476191	211.886904761905
"ko03030"	33402.734018759	40590.7260642136	27167.8376082251	30137.3237193362	30839.894047619	30349.0599206349	22977.5966029341	45362.5427669553	39154.7793470418	49724.7288239538	41467.7504148629	39140.6091269841	17361.4306457431	19885.7333333333
"ko03050"	1498.05833333333	531.056944444444	1928.25694444444	601.718055555556	1146.49761904762	564.439880952381	813.154166666667	188	724.170833333333	907.383333333333	1457.35416666667	1612.8	460.353571428571	300.110714285714
"ko03060"	35959.9775613276	40564.0487734488	28413.0935425685	32918.3392857143	35409.7193722944	34903.7753246753	24736.5402958153	44202.8063852814	39183.6447691198	49189.6526334776	45453.0364357864	43327.4425685426	19656.62754329	20063.9724025974
"ko03070"	61171.6014790765	98368.9276695527	42196.0774891775	50425.2741161616	53801.7330808081	56405.4691919192	35491.9511363636	145016.116684704	104434.232954545	109644.722330447	75472.4037518038	67387.7684343434	30253.3516414141	48160.1230519481
"ko03320"	13423.0151875902	18150.8091450216	10619.8633658009	12867.3425685426	12462.6331529582	13592.5841450216	10331.7237012987	19999.415494228	17244.2422799423	20530.1102453102	17006.4400252525	15102.4996753247	8333.84318181818	8679.00620490621
"ko03410"	30365.7156204906	35361.2570526695	24149.0366522367	27884.5811868687	27815.318975469	26649.2874278499	21286.988474026	39347.1371392496	34352.308982684	42989.4680735931	38320.5666847042	34642.2647907648	16278.2435606061	17262.7938311688
"ko03420"	21037.7496753247	23422.6516233766	17155.4722041847	19093.009992785	19690.6973665224	18981.1342712843	14531.8054232804	24188.1382756133	22192.0329545455	29078.8282467532	26432.4497474747	24587.1954184704	11158.2726010101	11576.2151154401
"ko03430"	35343.9064574315	43595.0660714286	27190.4598124098	33971.9770021645	34225.1255050505	34338.2897907648	25207.3197029822	47356.415494228	40926.5269480519	52881.3344877345	45446.8891233766	42553.7115440115	19170.1376623377	21599.5368326118
"ko03440"	39607.0812770563	51824.7336038961	29975.0326839827	39636.6302489177	38329.1964646465	40415.2690836941	30247.031499519	58370.5496212121	49184.2807359307	62467.9601010101	51153.0006673882	47211.491017316	21869.3871753247	25571.3866161616
"ko03450"	8176.01836219336	4140.54983766234	6814.70373376623	6384.36051587302	9329.57766955267	7281.89116161616	4718.42895021645	2127.34217171717	3677.22653318903	5089.46666666667	10281.4026515152	10671.0265512266	4812.07348484848	2634.17705627706
"ko03460"	1029	52	1229	61	760	132	179	0.5	266	284	876	1102	308	50
"ko04010"	0	49.5	1.5	4	0	6	0.5	1.5	6	106.5	2	0	0	8.5
"ko04011"	2924.55862193362	6324.45537518038	1678.1062950938	2458.46904761905	1968.76154401154	2123.39348845599	1665.24758297258	11134.1731240981	7376.25542929293	6837.8895021645	3500.77297979798	2569.83228715729	1279.85535714286	3125.59137806638
"ko04013"	2496.93012265512	2727.54915223665	1993.23652597403	2324.90748556999	2386.50966810967	2435.69835858586	1825.02803631554	2659.66953463203	2499.21520562771	3394.50407647908	3177.10568181818	2932.82438672439	1412.65526695527	1408.60598845599
"ko04014"	6.79166666666667	16.8333333333333	18.1666666666667	2.6	2.28333333333333	7.91428571428571	2.25	2.06666666666667	26.0888888888889	25.6666666666667	3.54166666666667	3.975	1	1.68809523809524
"ko04015"	2	0	5.5	1	0.444444444444444	6.33333333333333	0	0	1.5	0	3	3	0.333333333333333	1.5
"ko04016"	8774.39556277056	11982.6618686869	6438.19273088023	7628.55717893218	7910.56331168831	7157.80577200577	5586.62532467532	16440.8400974026	12556.6240079365	13701.5794011544	10807.827020202	9792.3338023088	4245.49935064935	5892.44350649351
"ko04020"	642.642857142857	15	461	376.142857142857	902.5	576.5	268.982142857143	21.3214285714286	122.357142857143	51.7142857142857	804	959.791666666667	302.214285714286	71.6428571428571
"ko04022"	0.125	0	0	0.5	0	1	0.25	0	0.5	0	0.375	1.125	0	0
"ko04024"	127.181349206349	249.865277777778	149.826388888889	232.131944444444	72.0833333333333	116.083134920635	117.873611111111	99.7134920634921	221.1625	341.491666666667	161.129166666667	90.5361111111111	40.1178571428571	122.091666666667
"ko04062"	0	0	0	0	0.4	0	0	0	0	0	0	0	0	0
"ko04064"	3.33333333333333	2.5	3.83333333333333	4.5	2.21428571428571	5.71428571428571	0.333333333333333	0.166666666666667	0.333333333333333	2.5	3.16666666666667	2.58333333333333	1.66666666666667	1.48809523809524
"ko04066"	9631.4312049062	9599.82022005772	8328.39944083694	9866.15102813853	8575.68748196248	9599.55950577201	10303.2088684464	7039.79641053391	8578.84983766234	12779.6021284271	11813.040530303	10036.1158008658	6868.38262987013	4724.81482683983
"ko04068"	6931.88517316017	10787.9846861472	4747.20611471861	5999.16462842713	5803.06883116883	5971.44323593074	4452.60696849447	16008.7632936508	11696.2668650794	12152.6015151515	8546.04810606061	7224.75111832612	3456.38681457431	5281.29696969697
"ko04070"	5881.12352092352	7820.75930735931	4774.83234126984	6096.24051226551	5788.06143578644	6741.73465007215	4772.45363155363	8029.0702020202	7154.9213023088	9472.03593073593	7581.23232323232	7143.22748917749	3455.7733044733	4062.7974025974
"ko04071"	127.986111111111	168.055555555556	111.611111111111	114.461111111111	74.5055555555556	56.497619047619	83.9722222222222	29.7194444444444	179.95	355	212.319444444444	110.619444444444	36.4166666666667	49.9380952380952
"ko04072"	636.489682539682	1618.61948051948	422.659126984127	671.885317460317	629.066666666667	861.602777777778	401.339682539683	2404.14098124098	1666.25317460317	1858.76746031746	773.934848484848	810.397222222222	287.020833333333	793.921428571429
"ko04080"	858.169191919192	1090.31222943723	895.438383838384	1166.725	813.190367965368	912.110407647908	704.733297258297	292.731421356421	671.511724386724	1532.30079365079	1281.12449494949	1175.48686868687	512.678463203463	445.187373737374
"ko04110"	258.5	13.5	310.5	16.75	191	33.75	51.5	0	66.5	71	219	278.5	77.5	12.5
"ko04111"	0	0	0	0.25	0	0.75	0	0	0	0	0	0	0	0
"ko04112"	31484.9922799423	37344.5090007215	25182.5168831169	32136.346482684	32185.9147186147	35131.0417027417	22920.7109487734	36221.5094155844	34331.2401154401	44751.9055555556	42056.7064033189	38719.3461760462	19993.8422438672	19146.962012987
"ko04113"	6093.88535353535	3448.04049422799	5777.25146103896	4183.03035714286	6455.36991341991	5874.19868326118	3370.56812770563	2623.85865800866	4073.10005411255	4730.84920634921	7171.31477272727	7565.02727272727	3940.61634199134	2322.34386724387
"ko04114"	0	0	0	0.25	0	0.75	0	0	0.333333333333333	0	0	0	0	0
"ko04115"	3050.22052669553	4966.41334776335	2546.07557720058	3354.15119047619	2862.52438672439	3512.35573593074	2110.59502164502	4939.02157287157	4352.48178210678	5541.43174603175	4049.61818181818	3629.20588023088	2203.7976010101	2415.67712842713
"ko04120"	0	0	0	0.25	0	0.75	0	0	0	0	0	0	0	0
"ko04122"	26057.5497113997	26856.6612193362	21412.7238816739	21457.2176046176	24700.2357142857	22431.4242063492	16778.5424482924	28909.2890873016	26239.0591991342	32334.4444444444	31572.3550505051	30410.3972222222	13388.5973845599	14004.398015873
"ko04137"	0.75	0.5	1.75	2.5	1	1.75	0.5	0.75	0.75	0	3.5	1.75	0.25	0
"ko04138"	1433.56684704185	1013.11717171717	1322.08396464646	1421.64437229437	1675.31825396825	1473.64424603175	1023.16089466089	365.178373015873	733.109758297258	1371.96756854257	1915.76944444444	1969.1	690.45873015873	527.246428571429
"ko04140"	258.5	13.5	310.5	16.5	191	33	51.5	0	66.5	71	219	278.5	77.5	12.5
"ko04141"	9220.59848484849	5501.27617243867	8952.47267316017	5127.59220779221	8557.6060966811	5696.22911255411	4320.39167869168	5138.74518398268	5961.41940836941	7609.68145743146	10328.9375	11257.4101010101	3932.48777056277	2724.63217893218
"ko04142"	2723.98737373737	3737.93448773449	2318.49419191919	4311.11111111111	2514.72950937951	3265.74657287157	3188.16186868687	1847.84130591631	2250.46522366522	5959.41904761905	4205.1851010101	3302.61605339105	1832.87256493506	1619.21313131313
"ko04144"	5.79166666666667	16.8333333333333	17.6666666666667	2.6	2.68333333333333	5.91428571428571	2.25	2.06666666666667	26.0888888888889	25.6666666666667	2.04166666666667	3.975	1	1.68809523809524
"ko04145"	519	27	625.5	34	381	72	93	0	134.5	142	441	560	155	26.5
"ko04146"	20915.3875901876	29428.04752886	15871.0298520924	18841.9679473304	18786.4791486291	19604.0360930736	14947.9923941799	37667.5569264069	30175.4906385281	33383.1666305916	25783.2066919192	22948.9677849928	11817.3918290043	14358.3763347763
"ko04150"	258.5	13.5	310.5	16.5	191	33	51.5	0	66.8333333333333	71	219	278.5	77.5	12.5
"ko04151"	2541.54361471861	3542.85476190476	1942.89918831169	2059.62290764791	2313.57276334776	2389.76641414141	1587.78997113997	4514.79902597403	3604.45759379509	4080.80833333333	3086.25101010101	2930.75454545455	1245.72711038961	1574.03416305916
"ko04152"	5558.71251803752	6952.40404040404	4259.51520562771	5067.21020923521	5152.68322510823	4964.1619949495	3692.61653439153	7850.01192279942	6577.76051587302	8377.7512987013	7065.29444444444	6459.83607503608	2862.69550865801	3119.34411976912
"ko04210"	4482.52554112554	6490.40131673882	3605.12750721501	4283.37426046176	4117.69873737374	4320.87968975469	2770.64164862915	7171.23156565657	6046.90903679654	7581.36518759019	5606.94356060606	5211.18264790765	2720.56957070707	3139.92160894661
"ko04211"	5421.48874458874	9052.00452741703	3671.34282106782	4783.37653318903	4354.82676767677	4558.75851370851	3490.27561928812	13793.8426587302	9875.47063492064	10232.3935786436	6677.87866161616	5502.65667388167	2692.17729076479	4534.19736652237
"ko04212"	15423.7055555556	21760.9733766234	11707.512987013	14811.3716810967	13502.4463924964	14525.7152417027	11428.6482924483	26733.1203823954	21959.5018398268	25791.4399350649	19635.329040404	16909.6962842713	8380.71507936508	10503.2578282828
"ko04213"	15020.4805194805	16965.0116522367	12070.6958333333	12209.2256854257	14151.2545093795	13924.374549062	9334.6604016354	21610.5132034632	18291.3326298701	20015.1296897547	18427.4666666667	17227.8053391053	8617.44862914863	8869.88892496393
"ko04214"	4858.15663780664	8249.1990981241	4155.99354256854	5616.57611832612	4558.92362914863	5551.72104978355	3519.94654882155	7665.56940836941	6897.8702020202	9448.29217171717	6595.85555555556	5972.09372294372	3339.33077200577	3893.81453823954
"ko04215"	3050.22052669553	4966.41334776335	2546.07557720058	3354.15119047619	2862.52438672439	3512.35573593074	2110.59502164502	4939.02157287157	4352.48178210678	5541.43174603175	4049.61818181818	3629.20588023088	2203.7976010101	2415.67712842713
"ko04216"	5811.02882395382	7204.70977633478	4586.26778499278	5419.4726010101	5295.90757575758	5291.2547979798	4400.55249519	8635.5246031746	7507.83822150072	8624.40707070707	7178.69621212121	6400.68943001443	3535.78508297258	3718.26479076479
"ko04260"	2497.66601731602	5094.48643578644	1817.68798701299	2297.28928571429	2166.93560606061	2732.34473304473	1425.65187590188	6470.35443722944	4657.19664502165	5306.34642857143	3267.28131313131	3084.37218614719	1242.80643939394	2345.8091991342
"ko04261"	0.125	0	0	0.5	0	1	0.25	0	0.5	0	0.375	1.125	0	0
"ko04270"	0	0	0	0	0	2	0	0	0	0	0	0	0	0
"ko04310"	1.125	0.75	0.75	0.125	1.125	2.5	1.75	0.125	1	0	3	0.25	1.375	1
"ko04320"	3.33333333333333	0.666666666666667	6	2.66666666666667	5.33333333333333	13.1666666666667	0	1	1.55555555555556	3	7.5	11.3888888888889	2	0
"ko04330"	4.45833333333333	1.41666666666667	6.75	2.79166666666667	6.45833333333333	15.6666666666667	1.75	1.125	2.55555555555556	3	10.5	11.6388888888889	3.375	1
"ko04370"	3.33333333333333	2.5	3.83333333333333	4.5	2.21428571428571	7.71428571428571	0.333333333333333	0.166666666666667	0.333333333333333	2.5	3.16666666666667	2.58333333333333	1.66666666666667	1.48809523809524
"ko04371"	261.233333333333	15.2833333333333	312.941666666667	17.55	199.133333333333	45.2166666666667	52.3666666666667	0	70.2166666666667	72.85	220.975	283.783333333333	81.075	13.5
