"Pathway"	"S1"	"S2"	"S3"	"S4"	"S5"	"S6"	"S7"	"S8"	"S9"	"S10"	"S11"	"S12"	"S13"	"S14"
"ko04380"	9.375	111.25	21.125	31.3888888888889	19.6388888888889	107.384523809524	16.4166666666667	70.1666666666667	41.8611111111111	174.5	20.7916666666667	28.3333333333333	34.375	58.0416666666667
"ko04390"	2	0	5.5	1	0	6	0	0	1.5	0	3	3	0	1.5
"ko04391"	2	0	5.5	1	0	6	0	0	1.5	0	3	3	0	1.5
"ko04510"	7.5	10.3958333333333	16.9583333333333	21.1875	6.50595238095238	11.0833333333333	14.4375	2.70833333333333	15.0416666666667	5	9.52083333333333	11.125	1.80952380952381	10.1666666666667
"ko04512"	5.5	10.3958333333333	11.4583333333333	20.1875	6.50595238095238	5.08333333333333	14.4375	2.70833333333333	13.5416666666667	5	6.52083333333333	8.125	1.80952380952381	8.66666666666667
"ko04520"	2	0	5.5	1	0.4	6	0	0	1.5	0	3	3	0	1.5
"ko04530"	261.25	14	317.75	20	192.4	40.75	52	0.75	69.0833333333333	71	225.5	283.25	77.75	14
"ko04550"	0	0	0.333333333333333	0	0	0	0	0	0	0	0	0	0	0
"ko04610"	2.73333333333333	1.78333333333333	2.44166666666667	2.05	8.63333333333333	12.2166666666667	0.866666666666667	0	3.71666666666667	2.85	3.475	6.78333333333333	3.575	1
"ko04611"	10.5	17.0902777777778	22.2916666666667	32.1041666666667	8.00595238095238	19.5833333333333	71.6875	5.20833333333333	19.875	8.08333333333333	15.9375	14.125	1.80952380952381	12.1666666666667
"ko04612"	810.091630591631	1778.97876984127	579.855339105339	831.536201298701	729.324747474747	1036.66502525253	576.715566378066	2281.53116883117	1726.64747474747	2080.05873015873	1068.9773989899	972.271212121212	412.708062770563	812.267893217893
"ko04614"	3475.41753246753	2583.67734487734	2449.1812950938	2389.52817460317	3650.21006493507	3078.66502525253	1922.00212842713	4087.04646464646	3424.64792568543	3476.57380952381	4553.56248196248	4431.01605339105	1917.21482683983	1430.13257575758
"ko04621"	8831.02153679654	11123.5200757576	6788.00270562771	6977.34767316017	7767.21922799423	7503.92200577201	5630.06008297258	16076.4848484848	12438.5176046176	13829.065007215	10559.7958333333	9786.22294372294	4395.0781024531	5451.11482683983
"ko04622"	70.0555555555556	82.525	61.5333333333333	131.630555555556	46.3904761904762	58.5337301587302	72.2592712842713	22.6690476190476	50.302380952381	111.661904761905	134.105555555556	94.2396825396825	30.0833333333333	44.3595238095238
"ko04623"	258.5	13.5	310.5	16.5	191	33	51.5	0	66.5	71	219	278.5	77.5	12.5
"ko04626"	8620.77950937951	13903.138546176	5884.920995671	7720.73980880231	7524.75339105339	8346.83553391053	5886.98663419913	21439.7822871573	15440.905952381	16673.0942640693	10785.3130050505	9443.96118326118	4684.37853535353	7008.14906204906
"ko04640"	0.333333333333333	1.5	1	0	1.25	8.71428571428572	0	0	0.5	0	0	2.25	1	1.82142857142857
"ko04657"	813.424963924964	1781.47876984127	583.688672438672	836.036201298701	731.539033189033	1042.37931096681	577.0488997114	2281.69783549784	1726.98080808081	2082.55873015873	1072.14406565657	974.854545454545	414.374729437229	813.755988455988
"ko04658"	3.33333333333333	0.666666666666667	6	2.66666666666667	5.33333333333333	13.1666666666667	0	1	1.55555555555556	3	7.5	11.3888888888889	2	0
"ko04659"	810.091630591631	1778.97876984127	579.855339105339	831.536201298701	729.324747474747	1036.66502525253	576.715566378066	2281.53116883117	1726.64747474747	2080.05873015873	1068.9773989899	972.271212121212	412.708062770563	812.267893217893
"ko04664"	12.8888888888889	2	8.05555555555556	6.94444444444444	4.11111111111111	3.83333333333333	5.94444444444444	2.22222222222222	16.8055555555556	15.3333333333333	19.0555555555556	9.72222222222222	1.33333333333333	2.5
"ko04666"	5.79166666666667	16.8333333333333	17.6666666666667	2.6	2.68333333333333	5.91428571428571	2.25	2.06666666666667	26.0888888888889	25.6666666666667	2.04166666666667	3.975	1	1.68809523809524
"ko04668"	4.08333333333333	3	5.58333333333333	7	3.21428571428571	7.46428571428571	0.833333333333333	0.916666666666667	1.08333333333333	2.5	6.66666666666667	4.33333333333333	1.91666666666667	1.48809523809524
"ko04670"	2	0	5.5	1	0	6	0	0	1.5	0	3	3	0	1.5
"ko04720"	0	0	0	0	0	0	0	0	0.333333333333333	0	0	0	0	0
"ko04721"	1.3	0.7	1.5	0	5.4	10.1	0.7	0	1.2	0.8	1.3	2.4	3.2	1
"ko04722"	0	0	0	0	0	0	0	0	0.333333333333333	0	0	0	0	0
"ko04723"	12.6666666666667	3.16666666666667	25.3333333333333	8.66666666666667	16.047619047619	28.1309523809524	0.333333333333333	1.16666666666667	6.22222222222222	7	18.9166666666667	22.0555555555556	5.66666666666667	2.98809523809524
"ko04724"	6586.70526695527	7040.11145382395	5345.68412698413	5667.69276695527	6295.29199134199	6440.83564213564	4430.44604978355	7849.84069264069	7014.30046897547	8279.69227994228	8055.97411616162	7297.16280663781	3777.55485209235	3938.13192640693
"ko04725"	0.545454545454545	0	0	0.636363636363636	1	0	0.272727272727273	0	0	0	1.27272727272727	0	1.45454545454545	0
"ko04726"	2372.39087301587	1713.23055555556	1736.64292929293	1785.38968253968	2462.08174603175	2175.49801587302	1557.21337181337	2601.94880952381	2202.39444444444	2393.9253968254	3063.86818181818	2753.63968253968	1426.37222222222	938.537698412698
"ko04727"	6972.17572150072	7796.49895382395	5542.74662698413	5884.68885281385	6454.06222943723	6694.65806277056	4757.31461038961	9654.79902597403	8144.24352453102	9219.53394660895	8416.5398989899	7483.39336219336	3955.57844516595	4305.90573593074
"ko04728"	2356.66865079365	1659.23055555556	1726.25404040404	1769.94523809524	2458.25634920635	2186.79861111111	1550.43559403559	2598.05992063492	2179.58888888889	2269.59206349206	3043.14595959596	2746.33412698413	1424.37222222222	928.478174603175
"ko04730"	0	0	0	0	0	2	0	0	0	0	0	0	0	0
"ko04745"	2	0	5.5	1	0	6	0	0	1.5	0	3	3	0	1.5
"ko04750"	0	0	0	0	0	2	0	0	0	0	0	0	0	0
"ko04810"	2	0	5.5	1	0.844444444444444	6.33333333333333	0	0	1.5	0	3	3	0.333333333333333	1.5
"ko04910"	6049.51688311688	4597.55858585859	4494.53012265512	4917.36810966811	6834.59155844156	6311.32588383838	3493.29858104858	4979.17077922078	4742.69917027417	5793.08275613276	7775.90631313131	7995.35115440115	3102.1441017316	2424.03221500721
"ko04911"	0.125	0	0	0.5	0	1	0.25	0	0.5	0	0.375	1.125	0	0
"ko04912"	5.79166666666667	16.8333333333333	17.6666666666667	2.6	2.28333333333333	7.91428571428571	2.25	2.06666666666667	26.0888888888889	25.6666666666667	2.04166666666667	3.975	1	1.68809523809524
"ko04913"	16.2222222222222	4.5	11.8888888888889	11.4444444444444	6.32539682539683	9.54761904761905	6.27777777777778	2.38888888888889	17.1388888888889	17.8333333333333	22.2222222222222	12.3055555555556	3	3.98809523809524
"ko04914"	810.091630591631	1778.97876984127	579.855339105339	831.536201298701	729.324747474747	1036.66502525253	576.715566378066	2281.53116883117	1726.98080808081	2080.05873015873	1068.9773989899	972.271212121212	412.708062770563	812.267893217893
"ko04915"	810.091630591631	1778.97876984127	579.855339105339	831.536201298701	729.324747474747	1036.66502525253	576.715566378066	2281.53116883117	1726.64747474747	2080.05873015873	1068.9773989899	972.271212121212	412.708062770563	812.267893217893
"ko04916"	1353.9148989899	437.875	1200.14444444444	550.522474747475	1326.82261904762	719.990277777778	441.758838383838	682.780555555556	740.805555555556	668.7	1465.37550505051	1610.7	592.444823232323	285.691666666667
"ko04917"	852.67601010101	1206.7295995671	720.625	632.605284992785	569.905952380952	532.085317460317	583.97383958634	1473.56455627706	1219.69570707071	1266.98174603175	988.704671717172	723.803968253968	545.114069264069	492.316666666667
"ko04918"	2393.81713564214	4780.7060966811	1853.18062770563	2544.67269119769	2105.59725829726	2644.83594877345	1504.0186988937	5624.29357864358	4351.54051226551	5608.19466089466	2931.05176767677	2672.31204906205	1340.2400974026	2345.72074314574
"ko04919"	965.575793650794	2525.42738095238	712.853571428571	817.449206349206	542.339682539683	1013.2873015873	603.906818181818	3686.23293650794	2574.44563492063	2916.13293650794	1080.23207070707	680.366666666667	672.217261904762	1020.45476190476
"ko04920"	7096.55176767677	8556.4347041847	5418.91277056277	6213.13115079365	6567.29512987013	6484.64969336219	5144.58301467051	10680.422979798	9017.69922438672	10048.6022005772	8715.56616161616	7904.71782106782	4212.02642496392	4252.87229437229
"ko04921"	263.833333333333	16	319.833333333333	22	193.214285714286	46.7142857142857	51.8333333333333	0.166666666666667	68.3333333333333	73.5	225.166666666667	284.083333333333	79.1666666666667	15.4880952380952
"ko04922"	12052.1667027417	12164.6266594517	9747.75948773449	12416.4324134199	11749.9453102453	12993.2478896104	11611.9116943242	9464.60216450216	11050.5918650794	15444.9799062049	15590.7189393939	13763.9344155844	8250.07613636364	5814.76212121212
"ko04923"	3.33333333333333	2.5	3.83333333333333	4.5	2.21428571428571	5.71428571428571	0.333333333333333	0.166666666666667	0.333333333333333	2.5	3.16666666666667	2.58333333333333	1.66666666666667	1.48809523809524
"ko04924"	835.039682539683	285.160714285714	616.456349206349	585.918650793651	974.340079365079	662.121428571429	399.956349206349	123.105158730159	302.863095238095	397.452380952381	1113.125	1165.25	507.916666666667	174.107142857143
"ko04930"	2210.95281385281	2988.57507215007	1655.61004689755	2197.81634199134	2040.86497113997	2160.03382034632	1636.54647667148	3270.02545093795	2861.87321428571	3502.34137806638	2896.62828282828	2595.94361471861	1247.5571969697	1499.36753246753
"ko04931"	7573.40948773449	6836.17081529581	5773.02371933622	6433.08766233766	8034.17702020202	8116.86551226551	5275.87592592593	7169.72352092352	6777.92104978355	8344.85735930736	9680.11363636364	9523.9676046176	4452.11785714286	3496.93066378066
"ko04932"	5808.26154401154	10074.3997835498	4680.76356421356	5668.44047619048	5220.45999278499	6284.70046897547	3587.4968975469	11409.376010101	9077.17842712843	10918.7781746032	7538.52449494949	6996.95306637807	3524.10404040404	4775.48632756133
"ko04933"	8.5	17.0902777777778	16.7916666666667	31.1041666666667	8.00595238095238	11.5833333333333	71.6875	5.20833333333333	18.375	8.08333333333333	12.9375	11.125	1.80952380952381	10.6666666666667
"ko04940"	2871.99837662338	4090.06304112554	2312.48033910534	3029.3970959596	2729.23823953824	3303.83169191919	2404.85338504088	4519.77512626263	3995.0566017316	4882.97312409812	3576.52234848485	3238.37121212121	1762.44574314574	1981.58892496392
"ko04960"	0.125	0	0	0.5	0	1	0.25	0	0.5	0	0.375	1.125	0	0
"ko04961"	0.125	0	0	0.5	0	1	0.25	0	0.5	0	0.375	1.125	0	0
"ko04962"	1.3	0.7	2	0	5.9	10.1	5.7	0	1.2	0.8	1.3	2.4	3.2	1
"ko04964"	4520.88643578644	4696.14307359307	3567.05613275613	3300.28968253968	3779.18268398268	3247.30391414141	2808.20235690236	5883.611002886	5025.81998556999	5772.7022005772	5225.98560606061	4651.0104978355	2272.8533008658	2161.27265512266
"ko04970"	0.125	0	0	0.5	0	1	0.25	0	0.5	0	0.375	1.125	0	0
"ko04971"	0.125	0	0	0.5	0	1	0.25	0	0.5	0	0.375	1.125	0	0
"ko04972"	0.125	0.333333333333333	0	1.5	0.547619047619048	1.67619047619048	0.25	0	0.5	1	2.375	3.625	0.142857142857143	0
"ko04973"	325.982575757576	589.330952380952	215.14880952381	419.2636002886	388.755555555556	377.462301587302	284.206060606061	827.175595238095	698.173448773449	1089.91468253968	493.270454545455	416.984126984127	73.1829004329004	388.8
"ko04974"	2025.20912698413	1460.31904761905	1374.28968253968	1685.31865079365	2015.41825396825	1428.61706349206	1262.47301587302	2162.75238095238	1761.96031746032	2174.79682539683	2653.36388888889	2437.03611111111	942.279761904762	745.936904761905
"ko04976"	111.463888888889	178.422222222222	138.872222222222	186.905555555556	73.0587301587302	125.603174603175	145.672222222222	38.7222222222222	110.733333333333	270.858333333333	161.394444444444	115.738888888889	73.3220238095238	67.5833333333333
"ko04978"	1364.49942279942	1767.08621933622	942.102056277056	1155.88275613276	1309.51060606061	1257.97092352092	769.884836459836	2239.39401154401	1704.04797979798	1790.94733044733	1769.72904040404	1625.15512265512	602.489556277056	867.188564213564
"ko05010"	7946.39112554113	12992.5288059163	6267.20981240981	7968.08356782107	7313.03831168831	8562.13751803752	5218.86739417989	14773.3502164502	11844.8855699856	14641.4887085137	10313.1178030303	9566.16435786436	4675.85772005772	6369.29072871573
"ko05012"	5550.01154401154	10060.8997835498	4370.26356421356	5651.94047619048	5029.45999278499	6251.70046897547	3535.9968975469	11409.376010101	9011.09509379509	10847.7781746032	7319.52449494949	6719.61973304473	3446.60404040404	4762.98632756133
"ko05014"	7403.67608225108	13294.9088023088	5236.36836219336	6940.86605339105	6192.8455988456	6987.4205988456	4576.55365560365	18824.5106782107	13808.8887445887	14468.7910894661	9383.99949494949	7924.2689033189	4187.59235209235	6366.5233044733
"ko05016"	9992.5886002886	14819.4890151515	7996.68658008658	9138.09377705628	9159.08488455988	10104.7368686869	6264.73598484848	16820.361525974	13723.0451659452	16473.7520923521	12768.238510101	11933.5081890332	5717.86536796537	7021.84711399711
"ko05020"	1432.23026695527	2004.70674603175	1018.18648989899	1130.91248196248	1366.893001443	1364.83804112554	800.711050986051	2752.31598124098	2081.70708874459	2092.46984126984	1841.10833333333	1736.61962481962	705.939393939394	825.254797979798
"ko05030"	2356.16865079365	1659.23055555556	1723.25404040404	1769.94523809524	2455.75634920635	2161.9503968254	1550.43559403559	2598.05992063492	2179.58888888889	2269.59206349206	3039.64595959596	2741.33412698413	1423.37222222222	926.049603174603
"ko05031"	2356.16865079365	1659.23055555556	1723.25404040404	1769.94523809524	2455.75634920635	2161.9503968254	1550.43559403559	2598.05992063492	2179.58888888889	2269.59206349206	3039.64595959596	2741.33412698413	1423.37222222222	926.049603174603
"ko05034"	2356.16865079365	1659.23055555556	1723.25404040404	1769.94523809524	2455.75634920635	2161.9503968254	1550.43559403559	2598.05992063492	2179.58888888889	2269.59206349206	3039.64595959596	2741.33412698413	1423.37222222222	926.049603174603
"ko05100"	66.3	81.3547619047619	79.0833333333333	122.655555555556	22.7218253968254	70.3015873015873	73.575468975469	25.0785714285714	50.9119047619048	90.1047619047619	142.651515151515	63.2543650793651	49.6069444444444	24.1428571428571
"ko05110"	663.889682539683	95.0079365079365	726.145238095238	135.426984126984	461.920634920635	137.554761904762	148.950793650794	62.1996031746032	318.026984126984	386.935714285714	651.25	696.602777777778	185.283333333333	129.390476190476
"ko05111"	35970.9413780664	62831.9827020202	23535.1461580087	27664.3005952381	29577.7741341991	33053.8126262626	20718.1736952862	100306.359848485	69733.2446428571	69820.4838023088	44135.5286616162	38537.7441558442	18457.962012987	31009.7295454545
"ko05120"	2026.37481962482	3327.86515151515	1684.62119408369	2069.39823232323	1741.81616161616	2221.00128066378	1550.23043530544	3943.85818903319	3260.01408730159	3721.26071428571	2566.61085858586	2293.01266233766	1125.02126623377	1869.3715007215
"ko05130"	2	0	5.5	1	0.4	6	0	0	1.5	0	3	3	0	1.5
"ko05131"	18.65	3.1	7.7	5	13.7301587301587	38.6809523809524	3.4	4.3	3.36666666666667	6	36	17.5321428571429	10.6458333333333	4.24285714285714
"ko05132"	5935.97683982684	8278.92651515152	3740.91987734488	4453.80472582973	5094.32373737374	5142.03286435786	3580.88594276094	14236.4142676768	10094.0042568543	9662.46778499278	6920.73593073593	6066.79494949495	2995.75066738817	4527.61883116883
"ko05133"	3436.13354978355	9099.29632034632	2083.6544011544	2978.11428571429	2021.05043290043	2708.75360750361	2067.48621933622	12841.7366161616	8664.11857864358	9792.60158730159	3531.39974747475	2698.11244588745	1536.39090909091	4373.19177489177
"ko05134"	16886.846969697	18548.2823412698	14040.3911616162	13961.2447150072	16060.7802669553	15861.3509018759	10746.6208213083	21698.7064393939	18974.8277417027	22637.802020202	20554.6839646465	19758.075036075	9588.9799963925	9296.39159451659
"ko05140"	3.33333333333333	2.5	3.83333333333333	4.5	2.21428571428571	5.71428571428571	0.333333333333333	0.166666666666667	0.333333333333333	2.5	3.16666666666667	2.58333333333333	1.66666666666667	1.48809523809524
"ko05142"	2011.13896103896	1235.54004329004	1561.19022366522	1717.31785714286	2419.63744588745	2148.230501443	1124.70133477633	1020.36432178932	1239.76836219336	1702.58095238095	2707.93787878788	2824.71803751804	1284.81363636364	822.339718614719
"ko05143"	1438.99769119769	1201.48488455988	1188.91165223665	1448.27976190476	1672.73903318903	1735.56145382395	981.967207792208	1052.52305194805	1147.30248917749	1714.37301587302	1999.10176767677	1954.22438672439	895.730303030303	881.515909090909
"ko05145"	3063.10941558442	4968.41334776335	2554.13113275613	3361.09563492063	2866.6354978355	3514.18906926407	2116.53946608947	4941.2437950938	4369.28733766234	5556.76507936508	4068.67373737374	3638.9281024531	2205.13093434343	2418.17712842713
"ko05146"	2735.47388167388	1505.67144660895	2331.18033910534	2333.92126623377	2833.23546176046	2393.77831890332	2066.17668951419	519.348520923521	1206.95411255411	2109.68553391053	3462.30164141414	3257.79621212121	1620.90367965368	794.822655122655
"ko05150"	1151.4595959596	624.575	1009.31590909091	825.458766233766	1237.06428571429	869.910317460318	537.342532467532	535.303246753247	637.898953823954	930.402777777778	1415.31666666667	1514.05	555.7	356.729761904762
"ko05152"	11695.6534992785	14267.2633116883	9801.54853896104	11731.2246572872	11419.6351370851	12668.0224386724	8831.8472041847	13145.3612193362	13026.1762265512	17258.1983405483	15239.2671717172	14120.233008658	7091.27238455988	7093.78437950938
"ko05160"	258.5	13.5	310.5	16.5	191	33	51.5	0	66.5	71	219	278.5	77.5	12.5
"ko05161"	3308.72052669553	4979.91334776335	2856.57557720058	3370.65119047619	3053.52438672439	3545.35573593074	2162.09502164502	4939.02157287157	4418.98178210678	5612.43174603175	4268.61818181818	3907.70588023088	2281.2976010101	2428.17712842713
"ko05162"	258.5	13.5	310.5	16.5	191	33	51.5	0	66.5	71	219	278.5	77.5	12.5
"ko05164"	3314.72052669553	4982.41334776335	2870.74224386724	3377.56785714286	3060.73867243867	3566.69859307359	2164.26168831169	4940.18823953824	4425.204004329	5623.43174603175	4282.61818181818	3926.76143578644	2286.44045815296	2430.67712842713
"ko05166"	1375.16919191919	1116.9788961039	1516.43838383838	1197.975	1194.14274891775	978.184217171717	807.733297258297	292.731421356421	804.511724386724	1672.30079365079	1715.62449494949	1728.48686868687	667.535606060606	470.187373737374
"ko05168"	3567.22052669553	4993.41334776335	3167.07557720058	3387.15119047619	3244.52438672439	3578.35573593074	2213.59502164502	4939.02157287157	4485.48178210678	5683.43174603175	4487.61818181818	4186.20588023088	2358.7976010101	2440.67712842713
"ko05169"	2321.5	119.5	2784	143.5	1717	298.333333333333	456.5	0	599.166666666667	639	1971	2494.5	695.5	112.5
"ko05200"	5935.45523088023	9152.72472943723	4834.498502886	6045.03324314574	5683.44069264069	6564.55974025974	4048.99198532949	9731.35299422799	8337.62426046176	10557.6024891775	7649.43573232323	7087.51396103896	3696.82379148629	4507.98358585859
"ko05202"	2.73333333333333	1.78333333333333	2.44166666666667	1.05	8.13333333333333	12.2166666666667	0.866666666666667	0	3.71666666666667	1.85	1.975	5.28333333333333	3.575	1
"ko05203"	4273.70281385281	3094.57507215007	4128.61004689755	2325.06634199134	3566.72211399711	2424.78382034632	2041.54647667148	3270.02545093795	3393.45654761905	4070.34137806638	4648.62828282828	4810.77694805195	1865.5571969697	1599.36753246753
"ko05204"	8919.10079365079	17338.3294191919	7167.29673520924	8820.56278860029	8363.41309523809	10840.3666666667	5634.22095358345	19568.9812950938	16023.4025793651	18289.9172799423	11216.4912878788	10156.5952380952	6132.45194805195	8297.5496031746
"ko05205"	2051.94181096681	2196.20407647908	1692.80950577201	1796.73712121212	2075.09220779221	2013.68248556999	1374.39871332371	2378.9400974026	2148.54172077922	2737.59256854257	2542.27323232323	2560.24343434343	1111.97949134199	1125.35122655123
"ko05206"	2797.39433621934	2980.45268759019	2130.77756132756	2487.10312049062	2800.42582972583	2726.91035353535	1843.14671115921	3650.74121572872	3121.06071428571	3523.38463203463	3566.8941017316	3357.0937950938	1692.79843073593	1506.3009018759
"ko05210"	3050.22052669553	4966.41334776335	2546.07557720058	3354.15119047619	2862.52438672439	3512.35573593074	2110.59502164502	4939.02157287157	4352.48178210678	5541.43174603175	4049.61818181818	3629.20588023088	2203.7976010101	2415.67712842713
"ko05211"	2070.68474025974	2404.08261183261	1703.48425324675	1854.72085137085	2087.75227272727	2007.32469336219	1354.59806397306	2510.50858585859	2257.16167027417	2933.61201298701	2524.67348484848	2483.20353535354	1077.27646103896	1277.55046897547
"ko05212"	0	0	0.5	0	0.5	0	5	0	0	0	0	0	0	0
"ko05215"	810.091630591631	1778.97876984127	579.855339105339	831.536201298701	729.324747474747	1036.66502525253	576.715566378066	2281.53116883117	1726.64747474747	2080.05873015873	1068.9773989899	972.271212121212	412.708062770563	812.267893217893
"ko05219"	590.80284992785	1313.76782106782	479.749945887446	617.206746031746	598.312445887446	1078.57097763348	411.645779220779	2017.45202020202	1507.29038600289	1567.78095238095	770.943434343434	737.416847041847	307.227326839827	726.082178932179
"ko05220"	1.125	0.75	0.75	0.125	1.125	2.5	1.75	0.125	1	0	3	0.25	1.375	1
"ko05222"	3053.55386002886	4968.91334776335	2549.90891053391	3358.65119047619	2864.73867243867	3518.07002164502	2110.92835497835	4939.18823953824	4352.81511544011	5543.93174603175	4052.78484848485	3631.78921356421	2205.46426767677	2417.16522366522
"ko05224"	3.33333333333333	0.666666666666667	6	2.66666666666667	5.33333333333333	13.1666666666667	0	1	1.55555555555556	3	7.5	11.3888888888889	2	0
"ko05230"	12061.1782106782	14196.418037518	9964.96971500722	13163.9352994228	11004.5655844156	12268.4066558442	12275.9503066378	11260.5157647908	12433.5993506494	17425.6831890332	15332.7906565657	12945.8897186147	8464.49377705628	6684.44635642136
"ko05231"	637.535137085137	1618.61948051948	423.159126984127	672.521681096681	630.466666666667	863.602777777778	401.61240981241	2404.14098124098	1666.25317460317	1858.76746031746	775.207575757576	810.397222222222	288.475378787879	793.921428571429
"ko05322"	90.284595959596	139.625757575758	52.7469696969697	70.875	82.5195887445887	76.7164141414141	22.6219696969697	319.232575757576	201.022727272727	213.166666666667	91.5934343434343	94.435101010101	15.5719696969697	93.4325757575757
"ko05323"	9.375	111.25	21.125	31.3888888888889	19.6388888888889	107.384523809524	16.4166666666667	70.1666666666667	41.8611111111111	174.5	20.7916666666667	28.3333333333333	34.375	58.0416666666667
"ko05340"	2134.24617604618	4399.04058441558	1391.67977994228	2201.17997835498	1208.0426046176	1553.71244588745	1841.12075517076	6845.75537518038	4913.74687950938	5473.08740981241	2481.78156565657	1511.75018037518	1034.70052308802	2081.46194083694
"ko05410"	838.164682539683	288.244047619048	624.539682539683	588.376984126984	977.798412698413	672.954761904762	401.706349206349	124.563492063492	306.029761904762	402.452380952381	1119.45833333333	1168.5	510.958333333333	179.77380952381
"ko05412"	2	0	5.5	1	0	6	0	0	1.5	0	3	3	0	1.5
"ko05414"	3.125	3.08333333333333	8.08333333333333	2.45833333333333	3.45833333333333	10.8333333333333	1.75	1.45833333333333	3.16666666666667	5	6.33333333333333	3.25	3.04166666666667	5.66666666666667
"ko05416"	3052.22052669553	4966.41334776335	2551.57557720058	3355.15119047619	2862.52438672439	3518.35573593074	2110.59502164502	4939.02157287157	4353.98178210678	5541.43174603175	4052.61818181818	3632.20588023088	2203.7976010101	2417.17712842713
"ko05418"	14974.5648629149	23728.1373015873	12391.7007936508	13579.7465367965	13662.9740981241	15374.6334235209	9583.31243386243	26302.4562770563	22229.0019480519	26725.6415945166	18565.4772727273	17074.5336940837	8889.91807359307	11375.8961038961
