phylum	class	order	family	genus	species	S18.K0010A2	S18.K0011C1	S18.K0011C2	S18.K0033C1	S18.K0033C2	S18.K0145B1	S18.K0147C2	S18.K0148A1	S18.K0154C1	S18.K0154C2	S18.K0191C1	S18.K0192B2	S18.K0192C1	S18.K0195C1
Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Noviherbaspirillum	Noviherbaspirillum sp.	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0
Actinobacteria	Thermoleophilia	Solirubrobacterales	Parviterribacteraceae	Parviterribacter	Parviterribacter kavangonensis	0	0.8	0.6	2.8	0	1.3	0.3	0	0	0	0.9	0	0	0
Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	Methylobacterium populi	0	0	0.4	0.4	0	0	0	0	0	0	0	0	0.6	0
Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Rhodanobacter	Rhodanobacter sp. ERB2-2	0	0	0	0	0	0.9	0	0	0	0	0	0	0	0
Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Altererythrobacter	Altererythrobacter sp. R88(2010)	0	0.4	0.3	0.7	10.7	0.2	0.1	0	0	0.8	0	0	0	0.5
Streptophyta	unclassified	unclassified	unclassified	unclassified	unclassified	0	0.3	0	0	0	0	0	0	0	4.4	1.6	0.8	7.3	0
Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	Arthrobacter pascens	0	0	0	0	0	0	0	0.7	0	0	0	0	0	0
Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio alaskensis	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0
Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcaceae	Aggregicoccus	Aggregicoccus sp.	1.1	0.4	0.3	1.9	0.8	0	0.4	0.7	0	3.5	0.8	2.6	2	0
Proteobacteria	Betaproteobacteria	Nitrosomonadales	Methylophilaceae	unclassified	unclassified	0.2	0	0	0	0	0.1	0	0	0	0	0	0	0	0
Proteobacteria	Alphaproteobacteria	Rickettsiales	Rickettsiaceae	Rickettsia	Rickettsia endosymbiont of Bemisia tabaci	0	0	0	0	0	0	0	0	0	0.9	0	0	0	0
Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Skermanella	Skermanella sp. Py-2-1	0.2	0	0	0	0	0	0	0	0	0	0	0.7	0	0
Proteobacteria	Gammaproteobacteria	Xanthomonadales	Rhodanobacteraceae	Luteibacter	Luteibacter sp. M73T5	0	0	0	0	0	0.4	0	0	0	0	0	0	0	0
Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Solitalea	Solitalea canadensis	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax	Variovorax sp. BCcN1A	0.4	1	0	0	0	0	1	0.3	0	1.7	0	0	1.8	0.6
Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	unclassified	unclassified	0	0	0	0.6	0.2	0	0	0	0	0	0	0	0	0
Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium sp. SW003	0.1	0	0.5	0	0	0	0	0	0	0	0	0	0	0
Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Curvibacter	Curvibacter sp. HMD2015	0	0	0	0	0	0.3	0	0	0	0	0	0	0	0
Proteobacteria	Betaproteobacteria	Nitrosomonadales	Methylophilaceae	Methylobacillus	Methylobacillus sp. VITPRS29	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0
Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus sp. P27E	0	0	0	0	0	0	0	0	0	0	0.8	0	0	0
Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Cupriavidus	Cupriavidus gilardii	0	0	0	0	0	0	0	0.1	0	0	0	0	0	0
Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Paenibacillus	Paenibacillus sp. 7B-650	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0
Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	Methylobacterium sp. sc_31	0	0	0	0	0	0	0	0	0	0	0.9	0	0	0
Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	Arthrobacter sp. OF418	0	0	0.4	0	0	0	0	0	0	0	0	0	0	0
Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Cycloclasticus	Cycloclasticus sp. H4	0.9	0	0	0	0	0	0	0	0	0	0	0	0	0
Firmicutes	Bacilli	Bacillales	Planococcaceae	Sporosarcina	Sporosarcina sp.	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0
Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfonema	Desulfonema ishimotonii	0.4	0	0	0	0.2	0	0.1	0	0	0	0	0.8	0	0
Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces sp. 1R32-301	0	0	0	0	0	0	0	0	0	0	0	0	0.6	0
Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	Lysobacter enzymogenes	0	0	0	0	0.1	0	0	0	0	0	0	0	0	0
Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	unclassified	unclassified	0.8	0.2	1.2	2.3	1.3	0	2.1	0	0	1.7	3.4	1.7	2.2	0
Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	Flavobacterium sp. MOC20	0	0	0	0	0.2	0	0	0	0	0	0	0	0	0
Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Mucilaginibacter	Mucilaginibacter sp. S3H2	0	0.3	0	0.8	0	0.4	0	0.4	0	0	0	0	0.7	0.5
Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfoluna	unclassified	0	0	0.3	0	0	0	0	0	0	0	0	0	0	0
Firmicutes	Clostridia	Clostridiales	Peptococcaceae	Dehalobacterium	Dehalobacterium formicoaceticum	0	0	0	0	0	0.3	0	0	0	0	0	0	0	0
Proteobacteria	Betaproteobacteria	Burkholderiales	Oxalobacteraceae	Herbaspirillum	Herbaspirillum seropedicae	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0
Proteobacteria	Betaproteobacteria	Burkholderiales	Alcaligenaceae	Advenella	Advenella incenata	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0
Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	Sphingomonas sp. MG-2011-96-GT	0	0	0	0.1	0	0.4	0	0	0	0	0	0	0	0
Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium sp. GRU-1/09	0	0	0.2	0	0	0	0	0	0	0	0	0	0	0
Euryarchaeota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccaceae	Methanomassiliicoccus	Methanomassiliicoccus sp. P27	0	0	0	0	0	0	0.1	0	0	0	0	0	0	0
Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Planctomyces	Planctomyces sp. Io1-3	0	0	0	0	2.2	0.7	0	0	0	0	0	0	0	0
Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfofrigus	Desulfofrigus oceanense	0	0	0	0.4	0	0.5	0	0	0	0	1.2	0	0	0
Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Microbacterium	Microbacterium sp. zf-106-II	0	0	0	0	0	0.4	0	0	0	0	0	0	0	0
Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas sp. f9	0	0	0	0	0	0	0	0	0.9	0	0	0	0	0
Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	Bradyrhizobium sp. UFLA05-02	0	0	0	0	0	0.2	0	0	0	0	0	0	0	0
Chloroflexi	Ktedonobacteria	Ktedonobacterales	unclassified	unclassified	unclassified	0.7	0	0	0	0	0	4.7	0	0	0	0	0	1.5	0
Proteobacteria	Oligoflexia	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio	Bdellovibrio sp. MPA	0	0	0	0	0.3	0	0.5	0	0	0	0	0	0	0
Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	Opitutus	Opitutus sp. enrichment culture clone Lt-H10	0	0	0	0.8	0	0.3	0	0	0	0	0	1	0	0
